text,label
it very bed quality,1
Having people with known local languages for video kyc,1
my ring break,1
not receive shipment time,1
need do improvement in website realtime update of parcel location,1
my product not same a order,1
product you send past it expiry date,1
delevery issu,1
you track delivery location by smart phone,1
take my parcel by myself from hub a they do not deliver my parcel at my home please remove pin code from your system a delivery agent do not deliver parcel at this pincode,0
plz make sure your dilivery boys r trustworthy,1
good sarvice thank you,2
delivery guy extremely polite he come without any extra instruction at right location even though location incomplete,1
Wrong items deliver hua hai. item change hai. I am return this product .,0
good at all,2
there no problem in delivery but on day when it due,1
Thank you Anuja mam for your guidance you make me understand so properly,2
it not your cup of tea,1
not deliver addresse,1
delivery schedule must adhere,1
very bad back,0
ok but late service,1
You can please provide delivery boy contact details in our tracking thing. This may help customers for following their order.,1
blue dart office keep parcel undelivered no call get on my number,1
do not receive full parcel one item miss wang raise complaint,0
call if you dont find address,1
worst ever service ever see this th time go godown collect parcel,0
nice executive,2
weld one,1
very polite friendly person,2
product not deleverd delivery boyi pickup blue dart office raebareli very bad sarvice,0
not receive me may parcel,1
good service thx sir,2
door door deliverd nahi karte say home delivery not availble,1
dnt receive parcel where my parcel,0
none se,1
shipment show deliver but it not yet deliver didnt recieve any call from delivery person too,1
day late dilivery,1
on time precise,1
delivery executive professional cooperative,1
im not receive my post,0
my name devanshu not devanshi,1
smooth dwlivery without fuss,1
train delivery no courtesy no etiquette,1
my birthday order suppose deliver on but they deliver before,1
good servicepolite behaviour,1
get fake item,1
guy take money for pre pay order,1
expect in give date nov not come in time after day late after email send buyer middle day piriod why not any contact me,1
good morning sir r,2
delivery delay but important thing that delivery boy falsely mention that not available at home thus item return,1
delivery delay without contact me it update fake reason for deny courior delivery important courior delivery after day after file complaint,0
My order isn't delivered but it's showing delivered!!!?,1
bad service bc kanpur aane ke baad mere ghar me din lag gye aane me isko pta nhi kon si gaadi se laa rhe hai maal itna slow process hai inka bc baar aisa hi hua hai bc band kr do apni yeh jhatu service,1
vary bad product one not side work,0
good morning,2
if you cant deliver parcel customer home please dont take parcel,0
Easy process and excellent services,2
shhdj,1
delivery experience smooth there otp receive on my mobile but delivery associate never ask for otp before give package,1
I haven't received the order but it's showing delivered,1
keep it up you deliver on schedule,2
late dilv,1
item mess,1
which order what order didnt receive anything why you message me dont know whats go on,1
delivery boy argue too much,0
verry poor service,0
It wasn?t delivered. I had to drive down to get it. However staff were friendly.,1
delivered day late,1
their service helpful delivery driver sweet coperative there may few issue with delivery delay which aggravate but overall worth it,2
have like fast contactless delivery,1
very rude delivery person,0
I have not received my order and it?s showing it?s delivered,0
everything okay,1
take parfect address,1
Very disappointed ?????? product not delivered me as shown on the picture,0
service blinder,1
I am a trustworthy coustomer. I want a Credit card plz give me a pre approved credit card  Kindly look into this matter do needfull,1
kk but late dila ary,1
Sir hamara paise vapis Karo do ya phir humne jo suit order Kiya tha vo suit da do Is ko exchange kar do pls sir .,1
you people never call or intimate before delivery,1
happy aaj mujhe mera courier sahi samay par mil gyabaaki sab thik h kuch delivery agent call bhi nahi karte of courier waapsi lagwa dete h wapsi lagane se pehle call karke inform kar dena chahiye,1
why this cream lokking grean colour,0
no contact no of any office,1
aaaass,1
All Good.,2
delivery not make delivery address,1
excellent service fast delivery,2
wrong old product diliverdproduct change in dilivrywrong dilivery service,0
why it deliver door step without my concern delivery agent didnt contact me at all,0
he very arrogant not ready list my single word,0
delevery din late hone par maine costumer care par call kiya unhone kaha agar jaldi chahiye blue dart ke store par jakar lelo aor mai jb waha gya waha ka manager bol raha hai kisse baat karke aaye ho kal aana abhi yaha nhi hai aapka parcel hamne kaha ham costumer care par baat karke aaye hain bol rha hain bol raha hai unhi se lelo ya kal aao,1
not happy all product very small size time use kro fir finish,0
delivery person do not hand over percel anyone,0
my parcel arrive two day late it report company that customer not at his address,0
receive call from blue dart office they say we not deliver,0
your service too good within day get my parcelthank you for your service,2
rasapunja post office,1
good but u need get faster,1
too much late delivery,0
very good service delivery boy behaviour too good,2
not deliver why lie,0
delivary person very rude way he speak family member not polite you should general behaviour training before have these guy use for delivary of parcel,0
delivery person mobile number should provide on website,1
watch watch,1
pathetic service only go take my order no one deliver,0
please call after few minute if call not attended,1
verry poor sarvice,0
this not me delivery please send me address who man use my name mobile number,1
very bed your umbergaon office no person for deliverytoday collect parcel from your office,1
bakwas very bad,0
ntg everything good,2
Didn't received any call for delivery but updates were just opposite. I personally went to collect the parcel today.,1
please return your order,1
very bad poor service in my placethey dont time say deliver near by store,0
it very nice product very good delivery,2
they do not attempt deliver my consignment or try contact me your service terrible,0
I want exchange my smart watch,1
madam nenu pettina order different delivery product different,1
nothing deliver todaywrong msg,0
sometimes website not work properly,0
that very nice,2
happ,1
this kyc delivery but it just hand over someone else at my home even though at home,1
time pe mila hamara order,1
right reason should indicate when delivery couldnt do,1
Achcha Laga,1
receive product but delivery status on my fone hasnt change yet a want return product,1
unprofessional ignorant customer handling,0
otp feature,1
osm this men,1
Bank ki AAP UPI or bank ka interest सही लगा4,1
arrive my parsal,1
poor costumer service,0
galt product he,1
than,1
delivery staff not polite,0
not recvied,1
awsm boy,1
you can check history of scan how many time they fake delivery after or within min of out of delivery status got cancel it suppose deliver one week earlier bad service,0
oder one correct second not corret,1
there no attempt deliver,1
fake mala hai,1
always good delivery,2
it not deliver delivery guy take shipment back a away,0
want return order due size problem,1
but last delivery man fake,0
horrible service try reach your customer service when finally do inform them categorically deliver courier on or before st oct a leave country still they didnt even though package in lko since oct email hdfc as well reconsider you a their partner,0
how courier person without my permission not available while delivery,1
at time of delivery a per customer request u should deliver article,1
by inform customer befor delivery so they get idea about delivery date time,1
dear blue darti want share my experience regard my recent order this now second time that delivery attempt unsuccessful in first instance,0
by give proper tracking detail,1
serine good,2
track can more accurate,1
week late,1
shipment service door step delivery rural area request,1
u need return,1
Open more branches.😀 The nearest for me is 7km away.,1
your delivery service not well because your delivery system not update exact location dont provide number of delivery boy,0
delivery person so rude he yell at me cut call abruptly really worried whether guy go deliver or cancel order,0
parcel carrying by customer from tampo not door deliver,1
confirm isane koi baat nahin ki mera mujhe pata nahin kisko de diya,1
expiry date product you give me,1
bluedart delivery very fast,2
not at home no one call meparcel keep outside door where it possible that any one could take it,1
bhosdike din se package gaand me bhar ke rakhe kya tum logo ne bank document usme din se package tumhare pas pada tha when ask bank provide another copy they say they can not give a package in transit agar kaam nahi hota tum logo se band kar do dukan apni it contain confidential document what should do for money it cost me,1
na nothing,1
good good service,2
very poor service wrong commit your delivery boy not connect with customer,0
yah achcha product nahin hai main ise return karna chahta hun,1
bad shipping company in world irresponsible customer care executive irresponsible outlet office totally bunch of idiots no credibility in provide service no time bound delivery,0
without come residence,1
bahot badhiya,1
"Great experience, banking from the comforts of home has become a truth. But nowadays i am having same expectations from other banks but they don't deliver like IDFC FIRST BANK. This disappointed me",0
delivery person didnt call me hand over parcel different person in house without my consultation however receive product,1
myself collect my parcel from blue dart office,1
it amazing,2
always get delivery after or pm in night very rude delivery boy keep shout on door very bad service dont deliver,0
delivery boy behaviour not good he very disrespectfulhe shout on me just because say him please knock my door not at home at that time he say that not your servant bla bla bla kindly train your agent respect firstmy experience not good,0
do not receive my parcel it showing deliver,0
careless response from delivery person,0
I want to exchange ny product.u people has cheated on me,0
delivery boy no delivery in location my product take officevery bead service delivery,1
very satisfied of delivery,2
ensure door door delivery instead customer pick up themselves,1
please available on sunday,1
delivery guy extremely polite humble,2
cooperative delivery,1
your delivery guy can not even wait for sec for customer come open door they just ring bell drop package in front of main doorway on floor,0
not receive call not properly clear talk,0
very rude disrespectful courier guy his name ramesh dubey serf meerapur locality zero sense of conduct on how talk customer extremely poor service provider check your team highly unprofessional stupid unpleasant staff you doesnt basic sense of talk he shout yell at me for mere min delay in collect packet be big courier brand recruit your staff wisely uneducated poor conduct people hamper your brand name zero civic sense,0
schedule delivery for today,1
collect my parcel myself no one deliver this correct your statement bullshit,0
bahut badhiya delivery ki,1
no stop towards exlence,1
deliver in third attempt there no such address but delivery exec do not flag it keep report could not deliver,0
not even recived item how can it show a delivered,0
order come little slow,1
good thing you process deliver car even if person not around thank you,2
best service so fasteven person name who receive parcel for me share on smsindeed great one,2
good best,2
delevery not yet receive,1
fast perfect,1
curiar boy parcel not give me at location,1
want return this,1
Open zero balance saving account,1
dilevery person not give my order,0
very kind generous nature of talk if delivery boy,2
didnt call me,1
very slow it take day time reach parcel from uttarakhand trivandrum all plant die because of it every stop minimum hrs whereas it travel only for day other day it just sit in one of your office clearly show lack of coordination laziness never recommend it anyone,0
it take one whole week deliver after package receive near hub,1
last month they miss delivery everyday send parcel back this month too,0
cloth quality low,0
Online fd close options,1
bad experience ever blue dart didnt deliver my parcel at all after show out for delivery for day,0
parcel should deliver on monday but it deliverd on wednesday,1
No changes I have for you guys. The delivery is the best,2
didnt even send anything anyone what thing you take about,1
delivery executive very polite humble can give more than for him,1
when ask delivery guy for scanner he give me his number pay,1
good fast feurash service,2
delivery boy very good well mannered,2
time deliver my parcel thanku suraj,1
Unnecessary things told by agent   wasting of time,0
courier suppose reach on th nov deliver today th nov blue dart people ask me pick courier at their office deny so,1
when order it show th october delivery but product reach st october,1
address familiarity,1
broken pic pls exchange my fame,1
courier boy call so much cant understand simple adress,0
deliver before product on time,1
delivery smooth delivery personal very polit well behave,2
delivery person really polite,2
very good excellent service by delivery boy,2
want return my oder,1
out for delivery multiple time but not deliver lie on status update state that premise closedunavailable no way for addressee contact delivery agent,1
"Send weekly Statement,, Allow Free Credit card for 1 lakh above deposit consistant for 3 months atleast 
thank you",1
I pay 199/-extra for CODdelivery and the person says on door 40/-change nahi hai I give u the link u pay on that it?s not done they should carry few money as COD HAI than,1
only sammed product deliver in this,1
product packaging damage poor it get delivered day late,0
please ensure product deliver at give address have go pick up my order from their office in town even though give my home address which time consuming difficult for me,1
no call fromdelivery agent,1
this document not belong me this message come me by mistake,0
product deliver one day before estimate day,1
deliver boy very good boy,2
very much delay in delivery,0
order too late,1
send consignment in time not late night,1
order not deliveredrather myself go their office pick up parcelvery poor service,0
No Great Exceprince,1
this third time bad service,0
okokokookooo,1
fin hai hai hi,1
partial order deliver only out of piece receive,1
fantastic service no issue at all bluedart in industry for long time now do not need any introduction,2
start deliver on expected date,1
mst proson,1
your delivery boy sandeep deliver envelope,1
Great Service and helpful team at Branch. Thank you!,2
like it,1
item not deliver address item deliver at bluedart office,1
take full day deliver without any actual work by support have chase warehouse guy find shipment get it deliver myself what point of useless support team,0
please call in advance for delivery update call when he reach destination,1
return karna hai mujhe,1
not bad avarage,2
Ji,1
parcel urgent it delayedwe have go office n pick it up,1
"Keep improving, keep growing",2
want return it plss,1
want block any order that link previous deliverynumber ots scam order we never place in first place it put on cod my son end up make payment of r please do needful give u confirmation on same so no one else suffer this problemthankyou,0
item break,1
no contact detail for delivery partner office thankyou please mention make it transparent thanks,1
delivery sttaf good but jo product mene order kiya tha vo khrab aaya h,1
polite time worthy,1
want water bottle exchange it not shape,1
dont recived anything,1
it great but delivery person ask me come place collect my parcel rather than deliver it my home,1
low quality order minimum time but only time in white shirt well but this all pair poor quality,0
Good for zero balance account,1
everything wonderful,2
service man very bad delivery not receive return my letter,0
delivery guy amaze,1
not deliveredcheated,0
my shipment book ondelivered today only,1
ऑनलाईन व्हीडिओ kyc,1
very bad service by bluedart,0
recommend,1
this very bad service it take almost day deliver product delay,0
supar sarvice,1
minimal calllocation awarnesspoliteness,1
thank u,2
product not deliver hand it throw infront of my door even at home on day of delivery mobile number also give,0
good service follow up should improve,2
please also provide number of delivery guy in out for delivery message,1
deliver personal unable trace my house address,1
havent receive you give in wrong adreess,1
delivery agent deliver parcel efficiently,1
gfugdhh,1
not on time delivery,0
User to be provided with an option of selecting the nearest bank branch of home address rather than the main branch of a city,1
delivery agent do not come house,1
your staff irresponsible deliverery too much late not happy with your delivery my product also damage,0
employee say come at location we wait for one half hour,1
prodect in incompetent recieved,1
your delivery boy take extra money,1
worst delivery service customer service at delivery warehouse,0
I haven't received the product but message showing delivered,1
very bad courier boy,0
not delivery my card,1
parcel mention mobile no customer of currier please contact him handover parcel otherwise send it back owner who send it sometimes delivery boy not contact customer wrong remark give by delivery boy parcel could not deliver,0
recommend friend,1
Check the person's availability to receive the courier by phone an hour before. Dropping at address and then calling the person is of not much use.,1
deliver wrong placei didnt receive any courier,0
delivery boy not come in location,1
"Overall process was very smooth , both executive and relationship manager were clearly explained and the guidance is absolutely on time and perfect",2
package sit at your distribution center since th it initially marked incorrect address inspite of update address contact bluedart multiple time,1
wrong consignment,1
give delivery agent contact number,1
Had to follow up with the vendor as the parcel (medicine) that reached Velachery office on 1nd Jan has taken two days to reach Madipakkam.  The date of delivery was shown as 6th; had to be followed up and behind for the order to be delivered today.,1
Amazing Service by IDFC FIRST BANK,2
excellent service thank you,2
rider ask of otp before didnt deliver order,1
it really good,2
sujapur agency behavior not good,0
it not deliver yet me,0
"Shubham is very good person, he's way of talking and approch was awesome.",2
only one order deliver one of my order hold at delivery station by show incomplete address,1
behaviour of delivery man bad,0
Please close my bank account. 9591408125 connected to this phone number,1
bahut let kar diya,1
didnt order this dont return option,0
delivery not on time,0
item find damage during transport,1
please give option customer call delivery agent incase agent not able get in touch with u,1
service awesome hai but product okay okay hai jaisa pramod tha uska product bilkul nahi,1
excellent product,2
delivery person simply dump it at main gate security without deliver it at my door later he call ingormed same,1
No calls made delivery attempted twice without informing me . Plus no support from bluedart .Contact details of delivery boy not given,0
very nice speed deliverythank you,2
all okey,1
lot of love,1
delivery experience very badthe delivery person say he cant come actual location where a ekart delhivery parcel be deliver actual locationi dont even know why this amazon order go blue dart than delhiverythe delivery person insist me that he hand over parcel any shop kms away from actual location this prepaid order,0
do not receive any product yet send him otp im not there that time when my parcel arrive say delivery partner give this watchman but watchman do not receive any product,0
very good v,2
no delivery make by blue dart,1
want return this product because receive totally unimaginable product didnt even receive free gift it totally absurdity how heck we gon na trust your service website so much disappointed now your apps return site not even work just wow just want return this fake product my money back,0
incase of mi delivery,1
this very bad for mhe what think but what get so bad product very bad this so dirty this used product no experience available money waste,0
veri good servis,1
fantastic delivery service highly recommend,2
teen din nikal gye out of delhivery show karte huena kisi ka call aa raha na he koi dene aayaakhir mein khud he jana pada lene parcel jo wahi company storage mein rakha thajabki out for delivery show kar raha thavery bad experience,1
packaging very bad,0
Provide zero balance amount or close the savings and credit card. Do not want any relationship with a bank that troubles/misleads. Ticket 1115433776 raised,0
your delivery boy very bad behaviour,0
average service,1
your delivery guy fail locate my home give excuse in past ive receive blue dart,0
delivery boy good behaviour but car driver not good person rong behaviour,1
my package get toss from one delivery station another in same city for day have go bluedarts office just collect my package delivery guy didnt even try contact me once,0
"Please re-check before entering names on account holder and debit card, very much disappointed as entered my name twice in both card and account",0
order start from agra on reach muglivakkam chennai on th order take day from chennai within km distance reach me on th,1
your delivery person very lazy also you,0
didnt receive debit card but have receive delivery message,1
this second time my product not deliver me but it show as deliver self,1
delivery guy very nice delivery very fast unexpected,2
do not rcvd,1
not bad very bad,1
order helmet onth of october didnt receive any kind of confirmation till st of october,1
good behaviour service manvery fast delivery,2
you delivery agent make me wait collect my product,1
service delivery boy very ill behaviour didnt deliver exact adress,0
blue dart poor service,0
still iam not receive any cover,0
delivery man behavior soo much good,2
product arrive damaged,1
he didnt deliver product properly delivery at rd floor,0
courier boy nice person,2
door delivery not do call at main gate collect package how can elder person if plan ship pick,1
no chikua,1
I,1
day delay in delivery,1
this second time have pick up parcel by myself it around km one side away from my house they never deliver even after know it crucial thing deliver specially passport,1
nice parshan very nice person,2
dont any complaint,1
satisfied your service,2
late but ok,1
delevery date but till date didnt receive my delivery after that personally visit bavla blue dart office collect experience totally disappointing not prefer,0
didnt get call dont know where my product deliver,0
All good. Very good experience so far!,2
very late delivery but customer care service all good,2
very good pleasing behaviour,2
very good ontime service,2
you already best,2
jo treat kiya bo hi bohot achha h,1
more accurate information on date of delivery,1
no call receive from any one,1
delivery faster than other company,1
parcel pack n seal nicelyi happy,2
delivery person come too late really bad service from blue dart kindly try change some other delivery agent then only people can order more product from nykaa app very disappointed,0
otp do not arrive,0
size of clothes should more uniform thanks,1
good service man,2
shipment delay after need improve service,1
do not receive parcel but it mark a deliver,1
receive shipment nor anyone call me,1
it schedule but not delivered next day still not deliver then go blue dart office then pick from there if not go there then this delivery not do item get return,0
exchange sizeissue,1
rude speak delivery boy,1
very bad experience with blue dart couriernot good for behaviour deliveryi wish dont want join in futurewith this courier service,0
my name ganesh receive wrong shipment think,1
behaviour of delivery person not good,0
An absolute experience of shopping! Nykaa has the best products and lovely services like giving free products which are actually useful and not of cheap quality. Everything is made better by nykaa!,2
delivery partner so rude arrogant,0
last order worst delivary staff not good in koretipadu office,0
not deliver my parcel plz refund my payment,0
my order of r but he take r this complete wrong kinda fraud looting customer,0
ok game d,1
despite me not be available on more than one occasion on phone or in person delivery man keep pursue finally manage get package todaygreat,1
awesome prompt delivery,2
really hard work anna he come my home delivere order even it heavily rain here hat off,1
very bad experience delivery boys behaviour very rude with my wife thats not acceptable,0
Need explain more about eligibility credit card option at the time of account opening,1
no one contact me for delivery self collect from office,1
not deliver product my placehe keep in km farbecause he say delivery not available my placeso dont know whose mistake get lil disappointed,0
product badalte ho andar se,1
no dilevery,1
parcel not receive but receive q message say parcel deliver,1
real time map view of courier delivery van estimate arrival time at address,1
"Overall banking service is very good but the credit card application which I applied the executive is not visiting the office for a verification and currently we are doing hybrid module, I can be available only on Tuesday Wednesday and Thursday but the executive is not ready to visit during these days, it is so bad.",1
Please update beforehand through sms that the product is out for delivery.,1
not recommend,1
poor servicewrong information upload,1
guess u give your client time frame selection like pm etc so a time management in place favour both you u so less return parcel leave for second attempt thanks,1
cloth very bad,0
they didnt deliver my previous order have collect them by go courier service,0
please send delivery partner with change of money he doesnt change of money with them,1
you deliver parter send product back despite correct address donnot even contact,1
The tracking status was not updated and I was not expecting the delivery today. It was showing as Order booked. Please update the status on time.,0
excellent s,2
this service centre bad come across it ruin brand reputation please take action before it too late jp nagar,0
delivery boy bad he never call find location of delivery,0
very impressive,2
blue dart one of most trusted delivery partner,2
delivery boy not pick up my phone no delivery my parcel,0
pickup,1
bahot late dilivary kiya,1
kindly place good map service,2
prompt response,1
delivery literally day late,0
delivery guy didnt even call on arrival throw parcel outside home without any notification,0
pathetic service everytime send someone bluedart hub get my order your delivery partner never,0
good service fast delivery within daysgood behaviour nature of delivery guy,2
very bad delivery packing damage,0
they didnt come house,1
my package undelivered there no call from deliver agent raise issue at customer care but still there no response,0
order hasnt deliver abd it show deliver in status,1
there no doubt on your service,1
otp send kariye mujhe atm pin banana hai,1
not receive my parcel it decleared a deliver,0
never deliver on scheduled date if delivery person miss deliver then he just put reason a address not correct or consignee not availableit happen two timesboth reason false,0
quick n without follow,1
I agree,1
excillent,1
prais thoda zyada hai,1
service not good delivery boy,0
parsol not receive menot any call me,1
please ask delivery guy actually visit place rather than put fake status that office close however since today it get deliver on time so happy,2
get different product,1
this beautiful pendant from thecraftbzarshop,2
super fast safe,2
surely recommend my friend because service they provide best,2
not satisfy with this service,0
dont dont want this order by mistake click this order,0
please give contact number of delivery person with delivery message for contact,1
today experience very satisfied,2
pathetic service my delivery date st even after so many call follow ups didnt get my parcel today on th personally blue dart office pickup my parcel,1
I didn't receive my order but it's showing delivered.,1
card hand over me in no time,1
do not receive my order it show deliver,0
not receive packageit not deliver me,0
didnt any call when it fail for two previous time how do delivery person declare that we not available receive parcel we didnt get there contact detail also call ask update,0
good dilevery man,2
havent deliver my ad magazine last monthhavent deliver my ad magazine this month a wellbut message say deliveredplease adress my problem,1
delivery boy deliver item without any problem my house definitely irecommed my friend,2
very worst delivery,0
nice delevery experience,2
try send whatsapp intimation a well,1
delivery never on schedule it marked consignee not available without even attempt delivery very poor n unprofessional behavioua,0
humble guy,1
actual address not deliver one day delay for delivery of order,0
delivery fast n secure,1
delivery man patient polite,1
promt service,1
bole toh khtrnak,1
get call from this number from blue dart agent he give me my hdfc bank credit card at home take r in cash leave say that his fee rs but now come know that he do fraud leave one more thing what guarantee of this,1
suppose deliver day before,1
you perfectjust keep it up always consider customer service up,2
not at home collect parcel do not approve for parcel want return it,0
blud dart ki service bilkul bi sahi nahi h time per deliver nahi aati ji se shipment time pe nahi mil pata h,1
I feel you'll have nothing to change.Everybody working with you cannot be the best.,1
package spill off,1
Zero balance,1
very pathetic service from your local delivery partner,0
order serum fondition but receive only serum,1
colour not exactly,1
delivery agent refuse come delivery address despite have proper road send someone place where he tell me come attitude of driver not at all customer friendly,0
very bad product service very bad,0
please continue provide service of same quality,1
pls save your brand image blue dart teami never refuse take delivery from courier boy even my office peon collect packet from hansi officereally pathetic service local vendor,0
great delivery by delivery partner,2
bery bad service,0
my order not deliver receive no call yet still it show order deliver,0
critical express delivery assure within day,1
good service customer followup,2
delivery person call request him deliver neighbor house which he do,1
everything felt good experience with blue dart,2
give approximately time so one doesnt wait whole day at home,1
customer may inform at least couple of hour before delivery,1
you should choose gentalmen for delivery so that they may same manner how talkworst experience ever with delivery agent,1
no comment wonderful service,2
"Customer care experience very bad over on experience by account opening was good please please quickly resolve this problem of the customer care as quick  as possible overall agents are good 

I have good experience with the agents but the customer care not responsible also not connecting please resolve this problem",1
hxjdb,1
jo chije mangvaya tha vo nahi mila our kharab blutooth bhej diya chutya banaya mere pese ka kya karu abb jo peyment kiya uska dilevery mili nahi,1
havent recieved my parcel,1
your delivery agent pathetic try connect with your costumer care which not respond,0
Giving more details on tracking a delivery.,1
No concern person contact number at bluedart is available . Common customer care number is shown on portal,1
"Your staff needs to be more professional. There needs to be greater urgency in turnaround times. And timeliness need to be communicated clearly and they should remain accountable.
Lastly, the biggest thing missing is pro-activeness. I am the one who is chasing on WhatsApp and I get lame one line answers like ""we need to check this"".
And then no response for the next few days, until I chase again.

NOT ACCEPTABLE !!!!",0
bee day service,1
bht hi small or patla h photo bhi blur h,1
not deliver at my door,1
very good courier,2
bahut ghatiya kam kiye hai apka dilewar boy,1
which shipment deliver whom,1
Thank you for offering me to open zero balance account once again thanks,2
sunil,1
parcel reach me on time,1
his behaviour so rude he talk me in rough way a ladyyour company very renowned company but why do you hire such fellow who dont know how carry out his worki so disappointedi think in business first priority behaviour then service,0
aapka service mujhe bilkul achcha nahin laga because off your courier boy chutiya courier boy tha mere wife ke sath usne argument kiya hai galat bhasha mein she very upset give feedback also icici bank,0
get my parcel before timeim impress this time,1
pathetic bad service everno one available answer callscalls chargeable bloody hell delivery agent bloody liar,0
guy who deliver item,1
good best great,2
it take me day get my courier this service blue dart give today personally go blue dart office collect it it throw in some corner of your office today also nobody try deliver courier,1
bad service everi have search your office go pick up parcel myself,0
they call me pick up in courier in office which away from km,1
very bad service not deliver give address visit bluedart office for pickup my parcel,0
please delever on date,1
before tym service good n delivery person also good,2
delivery agent so polite good behaviour,2
order not right,0
ram,1
where my package,1
My Relationship manager is good,2
parcel cut from one side corner inside bottle can touchable from this cut endnot recommend at all,1
bad service delivery date se bhi jyada time lena,1
no parcel deliver yet,1
company who send my package from your company fake company,0
supar dupar,1
hassle free delivery thank you,2
delay in deliv,1
delivery on time thank you thank delivery person also,2
add option call delivery person,1
awesome service good behaviour,2
service should till evening hour,1
delay delivery without even try call in first attempt,0
jo book kra vo nhi h,1
he force me give otp sleep,1
they take day deliver it when product reach one day before,1
coriander nahi mila,1
parcel openeddo not know any article miss or not enquire but it seak break,1
Update My status,1
shortage deliver one box miss,1
NO THANKS,1
not deliver parcel,1
my parcel delay by day also get random message state delivery delay because wasnt available but that wasnt case,0
I just don’t like the behaviour like calling an embarrassing the account holders.,0
like it this realme ear bud,1
Agents are not clear guidelines so I am not satisfied,0
Please send me my EMI how much,1
your delivery boy refuse deliver parcel at my address force me travel km pick it up this clear violation of delivery serviceplease take strict action against delivery boy record this complaint,0
much harassment face by delivery partner for daysthe person never call or share or delivery code they mark at their end a refuse for parcel which get know once receive refusal code which really strange thing for meeven manager at blue dart office in malerkotla do not attiquetes talk a once he call me get refusal code which do not hello do not know how call person while we call ask somethingthis wurst experience ever face get something receive by carrier,0
plz my order de do,1
very bad service do not deliver my parcel u go there warehouse pick parcel myself,0
get very short miss call on two subsequent dayswhen call back delivery agent he tell me he not able deliver a he already leave this place a if he want skip delivery for this go delivery agent about km pick up parcel a it consist if jwellery,1
order two product but only receive one of it but ive already pay for both of them,1
recieved different product which didnt ordered loss of my money,1
dont recived envelope,1
mere ko yah order return karna hai,1
please share delivery person number in it,1
minimal call aware of location,1
order pc but get only one in package,1
pin code galat hone par bhi sahi jagah par pahucha diya parsal,1
not receive any document till date,1
this my courier,1
delivery staff should from local area so he know geography make delivery fast,1
delivery service very poor receive my parcel after so many day of expect delivery date,0
very nice very nice behaviour,2
okay super,2
Next time,1
do not receive my parcel though marked self deliver,0
Idfc upi id mai mob no attached hai jisse customer ka mob no public ho raha. Isko hatao & customise ka option do.Baki app experience bahat hi achha hai.keep it continue.,1
you must inform day before ur delivery date,1
always delivers ahead of expect date,2
product damage bad quality,0
deliver unknown person urgent escalation need,1
delhivery speed very slow,1
full froud,1
who receive it,1
no one come give me my parcel also didnt receive any call from blue dart but somehow go delivery store take my order overall,0
do not receive my courier for whom they give who punitha,1
late on delivery not in home so tell gate in inside miss order doubt delivery parter fraud activity otp confirmafter escape,1
Product is not as shown ??,1
your delivery faster than other delivery,1
miss product from order box open,1
im not satisfy with this delivery everytime get some spot get orderd thing they dont come door delivery im oayin rupee for delivery still they dont door dellivery,0
orginal product get,1
please share delivery person contact detail so that we that can tell them beforehand if we available at our give address or not,1
ok dine,1
improve time delay in delivery,1
my order already open right speaker not work,1
delivery boy mr vishal prakash chavanas per his gpay name demand more money than my actual bill amountmy actual bill rupeesand he demand rupee,1
broken product deliver,1
iphone ki cable nahin hai,1
chc,1
message ayatha muje mera courier shift huva karke,1
good delivery service cooperation with customer,2
arrogant delivery personal deliver parcel base on condition if someone from my family step down in park slot this pathetic,0
didnt receive delivery at all,0
jab apne ilake mein jaunga na,1
edifice casio watch delevry diesel watch return,1
product isnt pick up yet number provide in message incorrect fix this,0
ટાન્સફર કરવા માં તફલીક થઈ રહી છે અને passbook મળી નથી આગળ તમારી કેવી અપેક્ષા છે account માં નાની રકમ ટ્રાન્સફર નથી,1
please use normal contact number contact customer instead of use company number please try deliver it on time thanks for respond deliver courier,1
order deliver someone else,1
not receive any shipment what this about,1
delay way beyond expect delivery date order pick by myself from hidden blue dart centre with arrogant staff after huge effort at pm,0
bad service ever see in my life need visit center get my parcel even no one call me that we not deliver or not able deliver parcel they keep my parcel on hold from last day,0
keep up good work in term of prior communication reg delivery time n date,2
bluedart never call for delivery get message of unsuccessful delivery because not available mean this joke,0
please provide delivery person contact number so that we can contact them if any one not available at home at time of delivery,1
he ask me come metre away from my home,1
do not receive parcel but confirm delivery message sent,1
delivery agent location pr delivery krne nhi aayamuje khud km ja kr receive krna pdabolta he k vha pr dusra order nhi he,1
The thing which I ordered is not delivered to address but shows as delivered....,1
please train your delivery person,1
havent receive shipment yet,1
subject courier not deliver me dont know abhijeet who receive courier,1
fast delivery service,2
nice nice delivery nice delivery boy,2
delever boy adress par delever nahi kartaye dobara hua he hame taluka me bulata he third class service,1
bad service ever delivery guy didnt even call me say that number unreachable after my office have go their office then pickup my parcel what kind of service it,0
Give clarity,1
not available receive this product but it receive by my wife mi bhawna vide my reference however card deliver my family member vide generate all communication give feedback of deliver card may approach vide my bhawna contact num,1
very fast delivery never expect this fast,1
parcel didnt deliver me here mark a deliver self,1
your executive not come in my door for delivery,1
shipment not deliver meand not contact me,0
at home but delivery person give parcel security guard drop message get message from blue dart say that parcel deliver self whats point in send me otp so cant trust you for any important parcel extremely disappointed dont know status of my parcel till collect it,0
