text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
The bottle of the face wash was leaking. Looks like the packet has used the face wash already. I have received the empty bottle.,0,0,2,damage_lost,0
Excellent service from Bluedart. Because of heavy rain and bad weather the shipment got delayed. I sent mail to customer service since the parcel contained medicines. They immediately responded and delivered parcel on time. I appreciate their service in this bad weather,2,0,0,delay,0
The SMS OTP sometimes doesn't reach on time so there should be alternatives available,1,1,4,fallback_support,2
Good one delivery,2,2,4,fallback_support,2
She delivers with a cheerful attitude,2,2,4,fallback_support,2
This is lo quality watch this waltch is not 1400 rs,0,0,4,fallback_support,1
All are prouduct very nice,2,2,4,fallback_support,2
damaged ???,0,0,2,damage_lost,0
Delivery Person is very Polite,2,2,4,fallback_support,2
Really friendly and respectful service,2,2,4,fallback_support,2
The delivery executive,1,1,4,fallback_support,1
Wrong product..wrong size... wrong colour,0,0,4,fallback_support,0
Your delevery person behaviour not good,0,0,3,behaviour,2
The experience was not good,0,0,4,fallback_support,2
Excellent staff he has to wait for 15 minutes waited patiently,2,2,4,fallback_support,2
Our dilivery boy service is very bad behaviour.nd,0,0,3,behaviour,0
This T shirt are broken also not same colour please. I want to change ..,0,0,2,damage_lost,0
My courier is missing please details and call . delivery boy not coming my home and no call please call me and my courier details,0,0,3,behaviour,0
Very faster delivery. ....,2,2,4,fallback_support,2
ATM,1,1,4,fallback_support,1
Deliverey service very poor home address pe delivered karte nahi na hi call karte hi poor service,0,0,4,support,0
Hshah,1,1,4,fallback_support,1
Very very fast service in my opinion blue dart should acquire all other shipment companies,2,2,4,fallback_support,2
The guy was very respectful ?,2,2,4,fallback_support,2
This book is not on time,0,0,0,delay,1
Good ? pls keep it up.,2,2,4,fallback_support,2
I feel the map is a bit confusing since I see the locations of other people also in my map tracking. I feel that only the pin of my location must be shown,1,1,6,pricing,1
The package was open from the inside I want to return it and want my money back,0,0,7,refund,0
Prompt deliveryCourteous StaffNo Phone call deliveryOverall a Great Experience,2,2,4,support,2
Awesome service from Ecotech-3 bluedart team.,2,2,4,fallback_support,2
Delivered for wrong person,0,0,4,fallback_support,0
Or thoda discount hona cahiye,1,1,4,fallback_support,1
Currier boy don't want to come destination place.. So bad service,0,0,4,fallback_support,0
Delivery was on time and behaviour is also very good,2,2,3,behaviour,2
Right time reach my parcel thank you for your kind job,2,2,4,fallback_support,2
Excellent I m so happy,2,2,4,fallback_support,2
Very polite and professional staff. Keep it up!,2,2,4,fallback_support,2
There is always a room to do better?,1,1,4,fallback_support,1
Everything fine if possible give exact time for delivery,1,1,4,fallback_support,1
For KYC,1,1,4,fallback_support,1
Delivery boy was polite and had an hastless Delivery,2,2,4,fallback_support,2
I had ordered only one set,1,1,4,fallback_support,1
He is not door delivery,0,0,4,fallback_support,1
My package change ; l have returned my oder,0,0,7,refund,0
GoodQuality,2,2,4,fallback_support,2
Very good behaviour.and good service,2,2,3,behaviour,2
Worst service arrogant people,0,0,4,fallback_support,0
very good person delivery man behaviour is very good,2,2,3,behaviour,2
The delivery experience was good??,2,2,4,fallback_support,2
Customer care number is not reachable,0,0,4,support,1
?????? ?????? ??? ???? ???? ???3 ???????? ??? ?????? ?? ?????? ???? ????,1,1,4,fallback_support,1
"The delivery was expected on 24th there were no updates from bluedart except ""delayed"" mentioned. Followed up on 26th",0,0,0,delay,0
Super happy with the timely delivery. Parcel arrived on schedule,2,2,4,fallback_support,2
A little empathy would go a long way,1,1,4,fallback_support,1
I got good service.,2,2,4,fallback_support,2
Minimal calling fast delivery polite behavior,2,2,3,behaviour,2
Fake brand,0,0,4,fallback_support,0
Product not delver home colect product kharadi blue dart stoar,0,0,4,fallback_support,1
Very prompt and gentle delivery.,2,2,4,fallback_support,2
Too good service delivery man also gentle man,2,2,4,fallback_support,2
I have not received the shipment kindly check and update,0,0,2,damage_lost,0
There's no fault in your service,2,2,4,fallback_support,2
By doing a little fast delivery or I say on time..,1,1,4,fallback_support,2
Late sarvise,0,0,0,delay,0
No need to all good,2,2,4,fallback_support,2
I'm so happy ? very nice Experience,2,2,4,fallback_support,2
Excellent always?,2,2,4,fallback_support,2
Courtesious Delivery Associate,2,2,4,fallback_support,2
They didn't finished,0,0,4,fallback_support,1
It was out for delivery two times but the next day it showed that consignee is not available but I wasn't even contacted. I search for their centre on the internet but there was no contact number. So I went there and asked them about my parcel they said it's not there and I have to go to another centre so I went there and asked them ...they said it was a little heavy so they were not delivering it and they would have cancelled  it if I did not went there and pick it up myself ....there was no initial contact ...I had to search for it myself like a treasure hunt... Worst delivery service ever... If you go on Google and search for my nearby centres and you go to the public reviews you will see every single person has reviewed them one star and said this is the worst delivery service ever because they do not deliver ...they deliver if they feel like ...they cancel it by themselves and then they say that the customer has cancelled it or the customer did not pick up the phone but actually they did not even call....You guys don't even deserve 1 star...Bluedart is shit and my entire city knows it.,0,0,6,pricing,0
Colour  was,1,1,4,fallback_support,1
Wil be recommending,2,2,4,fallback_support,2
Thank you ?  blue dart,2,2,4,fallback_support,2
Good liked the service,2,2,4,fallback_support,2
This ok,1,1,4,fallback_support,1
Good service Akshay super work,2,2,4,fallback_support,2
Lekhraj is very kind and respectful. I appreciate his service,2,2,4,fallback_support,2
Very bad servise,0,0,4,fallback_support,0
Delivery will take more days,0,0,4,fallback_support,1
Very helpful nature,2,2,4,fallback_support,2
Just for delay,0,0,0,delay,0
?????? ??????? ?? ?? ??? ???? ??? ???? ???,1,1,4,fallback_support,1
Very good service and early Deliver.Thank you blue Dart,2,2,4,fallback_support,2
Delivery boi mark location without contacting me I have to reach the outlet to collect my parcel disgusting,0,0,4,support,1
????? ????? ???? ???,1,1,4,fallback_support,1
Sober,1,1,4,fallback_support,1
Best ever service nd delivery boy is good behaviour ?.,2,2,3,behaviour,2
sbwuenejen,1,1,4,fallback_support,1
Delivery was as per schedule.Delivery personnel was polite and humble.,2,2,4,fallback_support,2
On time Delivered and delivery staff very polite.,2,2,4,fallback_support,2
Service is bery good,2,2,4,fallback_support,2
PRO ACTIVE & TIMELY DELIVERY!!...KUDOS BLUEDART!!..u,2,2,4,fallback_support,2
Thnq so much for your service and specially thank to you delivery boy during this weather safely delivered my parcel,2,2,4,fallback_support,2
Courier not delivered no one come to my address and no one any call or msg me.The courier has not been received and the message has arrived.blu dart courier sends fake delivery messages,0,0,4,support,0
Rosy,1,1,4,fallback_support,1
Happy for fast delivery,2,2,4,fallback_support,2
Delivery good nature for delivery executive,2,2,4,fallback_support,2
This is a very good service brother ok,2,2,4,fallback_support,2
It was fake,0,0,4,fallback_support,0
Setup a better office,1,1,4,fallback_support,1
Wrong and fake product,0,0,4,fallback_support,0
Thank you Kamakha ?,2,2,4,fallback_support,2
Just keep your hard work,2,2,4,fallback_support,2
Pant ki jagah saree deliver,0,0,4,fallback_support,1
Nice boy always smiling,2,2,4,fallback_support,2
Prompt delivery on tome,2,2,4,fallback_support,2
Delayed delivery When They are not able to deliver they show as delivery failed house locked and a msg is sent to us to reschedule again,0,0,0,delay,0
Excellent service n timely service,2,2,4,fallback_support,2
Timely seamless delivery.,2,2,4,fallback_support,2
Bevkuf banaa Diya gaya hai product different bheja gaya hai aur bevkuf banaa Diya product mein kuchh nahin nikala,0,0,4,fallback_support,1
This item  is very poor.Not the same product what I ordered,0,0,4,fallback_support,0
Very much!,1,1,4,fallback_support,1
Good services provided by the delivery men,2,2,4,fallback_support,2
Very 2 good service,2,2,4,fallback_support,2
I didn't receive my card but it shows received,0,0,4,fallback_support,1
Why is the package delivered to security when the person is at home?,0,0,4,fallback_support,1
Delivery persons behavior is truly good,2,2,3,behaviour,2
Price less karke,1,1,4,fallback_support,1
Amazing experience???,2,2,4,fallback_support,2
Delevery boy behaviour is fine,1,1,3,behaviour,1
Not updated delivery,0,0,4,fallback_support,1
Thanks to delivery boy. Patient and good behavior. I missed his phone call too many times but he waited for me. Really he is good man. Thanks again.,2,2,3,behaviour,2
Its a great experience this time,2,2,4,fallback_support,2
Delivery person did a good job ??,2,2,4,fallback_support,2
Bahot jyada delay Kiya 25 may ko aane wala parcel 28 may ko deliver Kiya....,0,0,0,delay,0
Best Behavior of Delivery boy,2,2,3,behaviour,2
Recited,1,1,4,fallback_support,1
V good v good service ? Harsh sir,2,2,4,fallback_support,2
No need better service It's good ??,2,2,4,fallback_support,2
Not informed for arrival of courier,0,0,4,fallback_support,1
I sincerely appreciate the prompt and professional delivery service provided by your delivery executive. His courteous demeanor and dedication were commendable. Kindly ensure that this feedback is shared with the concerned person for appropriate acknowledgment and for updating your records on the site,2,2,6,pricing,1
Wrong Qty delivered. 2 Qty was expected to be received,0,0,4,fallback_support,0
Delivered on time even with lot of rain.,2,2,4,fallback_support,2
Ifba person is on leave then why does your customer service executive give me that persons number,0,0,4,support,1
Delevery boys is good,2,2,4,fallback_support,2
The guy was polite .,2,2,4,fallback_support,2
Currier person did a wonderful job. He telephonically called so many times. Excellent work.,2,2,4,support,2
On time delivery thank you Bluedart,2,2,4,fallback_support,2
Sarvice is very good ??,2,2,4,fallback_support,2
It was one time and very careful handling of goods,2,2,4,fallback_support,2
Yess good bluedart,2,2,4,fallback_support,2
Polite delivery without too many calls,2,2,4,support,2
Very nice service and behaviour of the delivery person,2,2,3,behaviour,2
Without any doubt.,1,1,4,fallback_support,1
where are my hair  products   I ordered hair products but  you give me face  products  again ? exchange parsal,0,0,7,refund,0
Delivery delayed was supposed to be delivered a day prior moreover reason for delay is totally incorrect  as delivery by bluedart has been done on same address with same pincode on N number of occasions. Also there is no option of contacting the delivery hub. The number provided on website are hardly reachable at any point of time. It took me a good 60 minutes to get in touch with a customer care executive who did not had any information as well earning the contact number of local hub. Complete Dissapointment.,0,0,0,delay,0
4day late,0,0,0,delay,0
NIL...,1,1,4,fallback_support,1
The parcel guy said that the parcel will be submitted to security guard but he did not submit the parcel.,0,0,4,fallback_support,1
The product i want was nit the product i received.  And also the product i received is defected.  Why there is no return or exchange option. I already the mail but sice no reply such bad thing and shameful,0,0,7,refund,0
Timely delivery. Nice.,2,2,4,fallback_support,2
Good service Really appreciatable,2,2,4,fallback_support,2
Good service on time and the best proper service.,2,2,4,fallback_support,2
It's not delivered to me. It has been handed over other person who was in my old address.,0,0,4,fallback_support,0
While i appreciate that your agent kept up his delivery schedule,2,2,4,fallback_support,2
Polite n respectful in delivering the product?,2,2,4,fallback_support,2
Not anything specific at this moment.,1,1,4,fallback_support,1
He is very good person and nice behaviour.,2,2,3,behaviour,2
Good serviceThanks.,2,2,4,fallback_support,2
We received broken sample every time even we pack very properly. This is very bad service,0,0,2,damage_lost,0
U perfect ?,2,2,4,fallback_support,2
Plz keep up the good work!,2,2,4,fallback_support,2
nice and great service will definitely recommend it,2,2,4,fallback_support,2
Good behavior of delivery boy and timely delivery,2,2,3,behaviour,2
Very very stupid people and delivery service.,0,0,4,fallback_support,1
good  sarvis,2,2,4,fallback_support,2
Not good wanna return...,0,0,7,refund,1
Already good and prompt service,2,2,4,fallback_support,2
I had to be late for office to get the parcel delivery should have been better with customer convenience.,0,0,0,delay,0
Received wrong product i want refund,0,0,7,refund,0
Delivery executives accomodate date according to my availability,2,2,4,fallback_support,2
Great delivery work,2,2,4,fallback_support,2
I have not received the shipment. Neither did I share the otp with any one.I informed the delivery person when he called me to inform. Tried getting in touch with him repeatedly but no response.,0,0,2,damage_lost,0
very well behaved and cooperative,2,2,4,fallback_support,2
The delivery boy was a very good guy?,2,2,4,fallback_support,2
Very very poor delivery service It took more number times to deliver a product while comparing to other delivering.While comparing blue dart remaining all courier service providers were very nice,0,0,4,fallback_support,0
Dgjk,1,1,4,fallback_support,1
I as very polite,2,2,4,fallback_support,2
Delivery person was very rude and behave very badly just asked him to wait for 5 mins.,0,0,3,behaviour,0
The delivery was extremely late this time.,0,0,0,delay,0
I have received wrong and tonne product.want my money back,0,0,7,refund,0
Pratham was very helpful & understanding,2,2,4,fallback_support,2
Nice man on time delivered,2,2,4,fallback_support,2
Very good service and politeness of delivery agent,2,2,4,fallback_support,2
Perfect ? service with security code.,2,2,4,fallback_support,2
Galt saman aaya hai,0,0,4,fallback_support,1
Tjaksvhz,1,1,4,fallback_support,1
Service is best Delivery man is very friendly,2,2,4,fallback_support,2
Everything was very fast and the delivery boy was also so polite so nothing to change everything was best i think,2,2,4,fallback_support,2
V. Good behaviour of delivery boy.. he give me my parcel reached my home ..it's hv 3rd floor ... I m happy for delivery of my parcel in v. Good condition.....,2,2,3,behaviour,2
Very courteous delivery person. Well mannered. Good job!!! Keep it up!!!,2,2,4,fallback_support,2
Worng package,0,0,4,fallback_support,1
Gury,1,1,4,fallback_support,1
Size thik nhi hai Or pasand nhi hai,0,0,4,fallback_support,1
Battery is not charging. Usb cable is fine but battery is very bad. Please send a battery too.,0,0,4,fallback_support,0
Surprisingly beforetime delivery. Thanks.,2,2,4,fallback_support,2
Aasif thanks,2,2,4,fallback_support,2
Delivery made as soon as expected,2,2,4,fallback_support,2
Very good service for the team and delivery guy ???,2,2,4,fallback_support,2
happy but one day late delivery,1,0,0,delay,0
delivery agent did not contact or visit,0,0,3,behaviour,1
no thanx,1,1,4,fallback_support,1
staff name mentioned,1,1,4,fallback_support,1
return process clear and complete,1,2,7,refund,1
name only,1,1,4,fallback_support,1
delivery boy behaviour bad,0,0,3,behaviour,0
damaged product return my order,0,0,2,damage_lost,0
minimise gap between out for delivery and delivery,1,1,4,fallback_support,1
great experience exceeded expectations,2,2,4,fallback_support,2
delivery marked delivered but not received,1,1,2,damage_lost,0
received duplicate product fraud,0,0,4,fallback_support,1
delivery person polite kind,2,2,4,fallback_support,2
asked to collect parcel midway,0,0,4,fallback_support,1
delivery boy demanded money misbehaved refused floor delivery,0,0,3,behaviour,1
delivery guy reached my location exactly,1,1,4,fallback_support,1
received parcel after delay,1,0,0,delay,0
received on time extremely happy,2,2,4,fallback_support,2
delivery person tampered property caught on cctv,0,0,2,damage_lost,0
very bad service forced office pickup,0,0,4,fallback_support,0
delivery not at doorstep handed to security,0,0,4,fallback_support,1
very happy with otp and kyc verification process,2,2,4,fallback_support,2
scammed need refund,1,0,7,refund,1
product found to be fake,0,0,4,fallback_support,0
account activation delayed for four days after welcome kit no update provided,0,0,0,delay,0
delivery boy humble and fast,2,2,4,fallback_support,2
vinayak gaikwad very good delivery person,2,2,4,fallback_support,2
delivery my product,1,1,4,fallback_support,1
delivery guy rude grumpy and impatient,0,0,3,behaviour,0
aapka service mujhe accha laga,2,2,4,fallback_support,2
return order,1,1,7,refund,1
good professional delivery person,2,2,4,fallback_support,2
delivery boy very good,2,2,4,fallback_support,2
did not receive order,0,0,2,damage_lost,0
delivery boy very respectful,1,1,4,fallback_support,1
received different product from what was ordered,0,0,4,fallback_support,1
delivery made to different address with proof,1,1,4,fallback_support,1
priority order delayed,1,0,0,delay,0
product not delivered to location had to visit office,0,0,4,fallback_support,0
teach delivery boy how to talk properly,1,1,4,fallback_support,1
please cancel my order,1,1,4,fallback_support,1
delivery partner took extra money when customer unavailable,0,0,4,fallback_support,1
keep up the good work,2,2,4,fallback_support,2
good delivery experience first time,2,2,4,fallback_support,2
very polite person,2,2,4,fallback_support,2
delayed,1,0,0,delay,0
not deliver in actual location,1,1,4,fallback_support,1
very good service prompt delivery,2,2,4,fallback_support,2
received different product,0,0,4,fallback_support,1
please confirm on call after confirm address,1,1,4,support,1
fake parcel cardboard inside,0,0,4,fallback_support,0
bahut bekar service,1,1,4,fallback_support,0
delivery executive supportive rescheduled properly,2,2,4,support,2
refused to deliver to floor,1,1,4,fallback_support,1
no phone call from delivery person marked consignee unavailable extremely poor process,0,0,4,support,0
delivery person reluctant for upper floor,0,0,4,fallback_support,1
dont argue with customer give some time,1,1,4,fallback_support,1
delivery contact details required,1,1,4,support,1
wrong address wrong person delivery issue,0,0,1,wrong_delivery,0
" I must say the entire process was smooth, efficient, and pleasant. From the warm welcome by the staff to the quick and transparent account opening process, every step reflected professionalism and customer care.

I truly appreciate the bankÃ¢ÂÂs commitment to customer satisfaction. The team was helpful in guiding me through the formalities, explaining the features clearly, and ensuring I felt confident and valued. It was a refreshing experience that left me both happy and impressed.

I'm genuinely glad to be a part of the IDFC FIRST Bank family and look forward to a great banking relationship ahead!",2,2,4,support,2
delivery status updated without delivery,1,1,4,fallback_support,1
order for return,1,1,7,refund,1
documents handled carefully,1,1,4,fallback_support,1
packages delivered successfully without issue,2,0,4,fallback_support,0
great,2,2,4,fallback_support,2
delivery staff soft spoken but recipient absent,1,1,4,fallback_support,1
delivery guy refused stairs pickup,1,1,4,fallback_support,1
The choice of branch could have been provided to the customer,1,1,4,fallback_support,1
ordered expensive item got cheap one,0,0,4,fallback_support,1
very bad nandanam chennai branch,0,0,4,fallback_support,0
false address update forced office pickup,0,0,4,fallback_support,1
parcel delayed and spoiled at destination hub,1,0,0,delay,0
service not available in village,0,0,4,fallback_support,1
not this watch,1,1,4,fallback_support,1
not my shipment someone used my number,1,1,4,fallback_support,1
all good but product quality not good,1,2,4,fallback_support,2
false delivered sms without receipt,1,1,4,fallback_support,1
wrong product received twice fraud,0,0,4,fallback_support,0
KYC not working RM not responsive,0,0,4,fallback_support,1
would like return this product a it not at all work please help me out reach with it,1,1,7,refund,1
very poor service delayed delivery,0,0,0,delay,0
request for low balance account option,1,1,4,fallback_support,1
nice service,2,2,4,fallback_support,2
unable receive call but delivery completed,1,1,4,support,1
Item has been changed,0,0,4,fallback_support,1
delivery partner call me even before he reach destination,1,1,4,support,1
ordered one but delivered two refused return,0,0,7,refund,0
very prompt delivery executive,2,2,4,fallback_support,2
excellent service provider package delivered within a day of placing order,2,2,4,fallback_support,2
already best,2,2,4,fallback_support,2
delivery delay again,1,0,0,delay,0
no issues during delivery,1,0,4,fallback_support,0
delivery staff did not return balance amount,0,0,7,refund,0
rude delivery guy,0,0,3,behaviour,0
top class service very polite behaviour delivery executive very knowledgeable highly satisfy with his service,2,2,3,behaviour,2
partial order received,0,0,4,fallback_support,1
received earlier than expected,1,1,4,fallback_support,1
keep moving forward,1,1,4,fallback_support,1
miss my rosemary water,1,1,4,fallback_support,1
delivery arrived without call,1,1,4,support,1
courier not received very bad,0,0,2,damage_lost,0
exact delivery time should be informed,1,1,4,fallback_support,1
very fast good service,2,2,4,fallback_support,2
ok,1,1,4,fallback_support,1
delivery charge taken despite free delivery,1,1,4,fallback_support,1
delivery smooth experience,2,2,4,fallback_support,2
no need cheaters parcel take for delivery ensure check before accept,1,1,4,fallback_support,1
average service,1,1,4,fallback_support,1
very good experience overall,2,2,4,fallback_support,2
collect my parcel at office,1,1,4,fallback_support,1
delivery person polite professional,1,1,4,fallback_support,2
not delivering at right place but marked delivered,0,0,4,fallback_support,1
service poor,0,0,4,fallback_support,0
delivery confirmation sent without actual delivery,0,0,4,fallback_support,1
delivery agent asked for OTP but did not hand over parcel,0,0,4,fallback_support,1
shipment not delivered by delivery staff,0,0,4,fallback_support,0
rude behaviour of delivery person abusive foul language use very unpleasant experience,0,0,3,behaviour,0
delivery boy rough language,1,1,4,fallback_support,1
superb fast delivery,2,2,4,fallback_support,2
best service,2,2,4,fallback_support,2
wrong item delivered customer deceived,0,0,4,fallback_support,0
yes before opening account branch staff promised visit but never came online process was smooth,1,2,4,fallback_support,2
already good,2,2,4,fallback_support,2
bad experience,0,0,4,fallback_support,0
very bad experience from blue dart,0,0,4,fallback_support,0
blue dart delayed delivery despite parcel reaching hub,0,0,0,delay,0
medicine delivery delayed false excuse,0,0,0,delay,0
tracking good delivery speed needs improvement,1,2,5,tracking,1
delivery boy harassed customer,1,1,4,fallback_support,0
delivery agent was rude aggressive and ill mannered very disappointed,0,0,3,behaviour,0
delivery boy refused home delivery forced hub pickup,0,0,4,fallback_support,1
parcel not delivered yet,0,0,0,delay,0
what we order it not come totally different it come plss take this order we want other item,0,0,4,fallback_support,1
nice product,2,2,4,fallback_support,2
very poor delivery service,0,0,4,fallback_support,0
delivery nice express good delivery,2,2,4,fallback_support,2
please give tracking update in arattai app,1,1,5,tracking,1
delivery person not confirming recipient,1,1,4,fallback_support,1
provide delivery agent contact number,1,1,4,support,1
do not receive yet,1,1,4,fallback_support,1
delivery person honest but customer absent,1,1,4,fallback_support,1
bad service no home delivery credit card delay,0,0,0,delay,0
please mention expected delivery time in message,1,1,4,fallback_support,1
parcel undelivered due to false reason premise locked,0,0,4,fallback_support,1
very long time delivery bad,0,0,4,fallback_support,0
get my parcel on time extremely happy,2,2,4,fallback_support,2
delivery partner overloaded bike issue,1,0,4,fallback_support,0
flat number missing delivered at gate,1,0,4,fallback_support,0
great quick delivery with minimal calls,2,2,4,support,2
achcha,1,1,4,fallback_support,1
item received broken,1,1,2,damage_lost,0
delivery delayed no response after first call service bad,1,0,0,delay,0
reduce minimum balance requirement,1,1,4,fallback_support,1
behaviour not good and refused to wait for change,0,0,3,behaviour,2
product unsafe not working refund or exchange,1,0,7,refund,1
product color different from what was shown,0,0,4,fallback_support,1
received different sets instead of same color sets,1,1,4,fallback_support,1
delivery person courteous,2,2,4,fallback_support,2
fake jewellery wrong product delivered,0,0,4,fallback_support,0
receive in time,2,2,4,fallback_support,2
deliver wrong product,0,0,4,fallback_support,0
poor packaging and damaged handling,0,0,2,damage_lost,0
delivery staff polite timely,1,1,4,fallback_support,2
good timely service,2,2,4,fallback_support,2
packaging was proper,1,1,4,fallback_support,1
had to go for pickup no one answered calls at godown very upsetting,0,0,4,support,1
giod,1,1,4,fallback_support,1
delivery agent was rude and unreachable during duty hours,0,0,3,behaviour,0
extra charges taken very bad service,0,0,6,pricing,0
parcel thrown inside gate unacceptable behavior,0,0,3,behaviour,1
delivery on time with proper tracking update,2,2,5,tracking,1
it good,2,2,4,fallback_support,2
delivery person damaged doorbell by continuous pressing,0,0,2,damage_lost,0
shipment falsely marked undelivered twice,0,0,4,fallback_support,1
parcel not received very sad,0,0,2,damage_lost,0
delivery agent phone numbers not reachable,1,1,4,fallback_support,1
get wrong order,0,0,4,fallback_support,0
replacement required wrong product,1,0,7,refund,0
delivery process very bad forced to collect from office,0,0,4,fallback_support,0
perform more expectation,1,1,4,fallback_support,1
refused doorstep delivery asked to cancel,1,1,4,fallback_support,1
delivery very fast satisfied,2,2,4,fallback_support,2
delivery boy polite and helpful,2,2,4,fallback_support,2
order delayed more than a day repeatedly,1,0,0,delay,0
empty box received product missing,1,0,2,damage_lost,0
wrong parcel received,1,0,4,fallback_support,0
early delivery before expected,2,2,4,fallback_support,2
everything good keep it up,2,2,4,fallback_support,2
late delivery issue,0,0,0,delay,0
fraud waste product delivered refund money,0,0,7,refund,0
very very warst quality damage,0,0,2,damage_lost,0
unknown person received parcel,1,1,1,wrong_delivery,1
thanks for call,1,2,4,support,2
no information about delivery status,1,1,5,soft_tracking,1
wrong consignee remark incorrect attempt update,0,0,4,fallback_support,0
delivery boy refused address pickup office,0,0,4,fallback_support,1
If you call I will tell you 6205637767,1,1,4,support,1
already make order delay without contact customer mark that customer not available,0,0,0,delay,0
wrong and missing products received,0,0,4,fallback_support,0
delivery guy did not call before delivery,0,0,3,behaviour,1
one of the best services,2,2,4,fallback_support,2
good,1,2,4,fallback_support,2
excellent service by delivery staff,2,2,4,fallback_support,2
wrong jersey delivered,0,0,4,fallback_support,0
delivery agent disrespectful tone,0,0,4,fallback_support,1
delivery refused home delivery forced hub pickup,0,0,4,fallback_support,1
lovely delivery person,2,2,4,fallback_support,2
it ok,1,1,4,fallback_support,1
on time delivery,2,2,4,fallback_support,2
agent did not listen properly during validation and was in a hurry,0,0,4,fallback_support,1
delivery person delivered to wrong house and asked me to collect later,0,0,1,wrong_delivery,0
delivery boy misbehaved,1,1,3,behaviour,1
always outstanding,2,2,4,fallback_support,2
awesome delivery by bluedart thank you,2,2,4,fallback_support,2
COD change required suggestion,1,1,4,fallback_support,1
different shade received,1,1,4,fallback_support,1
additionally charge extra,0,0,4,fallback_support,1
missing item in parcel box,0,0,2,damage_lost,0
good no,1,2,4,fallback_support,2
no response from delivery boy,0,0,4,support,0
polite well behaved delivery person,1,1,4,fallback_support,2
delivery agent deny deliver at home,1,1,4,fallback_support,1
please provide delivery executive contact number,1,1,4,support,1
day before delivery thank you,2,2,4,fallback_support,2
call before delivery attempt,1,1,4,support,1
delivery agent took otp but did not deliver,0,0,4,fallback_support,1
very poor delivery not delivered on time,0,0,0,delay,0
not delivere time time fasle commitment,1,1,4,fallback_support,1
nothing report,1,1,4,fallback_support,1
nobody cared about customer time extremely pathetic experience,0,0,4,fallback_support,1
from last three day your delivery agent reschedule delivery date even without ask me,1,1,4,fallback_support,1
good response,2,2,4,fallback_support,2
please return my order,1,1,7,refund,1
nice packaging and good delivery service,2,2,4,fallback_support,2
pathetic service had to collect parcel from outlet,0,0,4,fallback_support,1
saree damage,1,0,2,damage_lost,1
delivery very quick and smooth,2,2,4,fallback_support,2
delivery person did not call and product not received,0,0,2,damage_lost,0
product damaged on opening please take back,0,0,2,damage_lost,0
delivery took whole day,1,1,4,fallback_support,1
shipment prompt but one item miss in parcel,0,0,4,fallback_support,2
goo,1,1,4,fallback_support,1
wrong product receive,0,0,4,fallback_support,0
rohit yadav,1,1,4,fallback_support,1
they did not call and handed parcel to unknown person,0,0,3,behaviour,1
delivery executive behaviour was pathetic and rude,0,0,3,behaviour,0
vad quality,1,1,4,fallback_support,1
delivery boy agent good behaviour respectful blue dart service,2,2,3,behaviour,2
my courier not delivered at all,0,0,4,fallback_support,0
mobile number wrongly updated in system,1,0,4,fallback_support,0
thank you for great service example,2,2,4,fallback_support,2
learning how to use new card benefits,1,1,4,fallback_support,1
not receive my debit card yet,0,0,4,fallback_support,1
delivery update only,1,1,4,fallback_support,1
delivery staff rude payment issue humiliating behaviour,0,0,6,pricing,0
fraud courier payment concern raised,1,1,4,fallback_support,1
didnt receive my order but status shows delivered,0,0,4,fallback_support,1
have go take from hub,1,1,4,fallback_support,1
duplicate cheap product delivered fraud,0,0,4,fallback_support,1
delivery executive did not come home had to go office to collect card,0,0,4,fallback_support,1
did not receive package,0,0,2,damage_lost,0
pathetic rural delivery experience repeated false updates,0,0,4,fallback_support,1
quality poor box already opened,1,1,4,fallback_support,0
without call delivery boy humble,1,1,4,support,1
satisfied,1,1,4,fallback_support,2
merchant fraud sent wrong item affecting bluedart reputation,1,0,4,fallback_support,0
bahut jyada lal ho gya hai purana stock pack karke bhej diya hai or isme return ka option nahi hai,1,1,7,refund,1
courier person respectful,1,1,4,fallback_support,1
shipment received broken,0,0,2,damage_lost,0
amazing delivery person,1,1,4,fallback_support,1
increase service in rural punjab,1,1,4,fallback_support,1
worst service ever experienced,0,0,4,fallback_support,0
wrong product totally delivered,0,0,4,fallback_support,0
delivery on time,1,1,4,fallback_support,2
fast good service,1,2,4,fallback_support,2
delivery person very professional,2,2,4,fallback_support,2
delivery delay than given time,0,0,0,delay,0
avoid weekend deliveries suggestion,1,1,4,fallback_support,1
unknown receiver name shown,1,1,4,fallback_support,1
delivery person was very rude argued at doorstep,0,0,3,behaviour,0
delivery agent rude location handling,0,0,3,behaviour,0
fraud happened with me,0,0,4,fallback_support,1
scammed wrong product delivered refund needed,0,0,7,refund,0
blue dart known for safe quick delivery delivery staff trained and responsive,2,2,4,fallback_support,2
pathetic repeated false delivery attempts,0,0,4,fallback_support,1
delivery staff cooperative behaviour,1,1,3,behaviour,1
improve technology based services,2,2,4,fallback_support,2
good work very supportive team,2,2,4,support,2
branch staff quality needs improvement,1,1,4,fallback_support,1
very good service polite delivery person,2,2,4,fallback_support,2
good service good bihevear,2,2,4,fallback_support,2
parcel leave with gate man in different block of this complex it should deliver my flat,0,0,4,fallback_support,1
unknown person received parcel,0,0,1,wrong_delivery,0
toxic delivery behaviour forced pickup threats,0,0,3,behaviour,1
very poor service,0,0,4,fallback_support,0
delivery not done please contact me,1,1,4,support,1
