text,sentiment,customer_intent,primary_aspect,aspect_flag
delivery boy humble and fast,2,2,4,fallback_support
vinayak gaikwad very good delivery person,2,2,4,fallback_support
delivery my product,1,1,4,fallback_support
delivery guy rude grumpy and impatient,0,0,3,behaviour
aapka service mujhe accha laga,2,2,4,fallback_support
return order,1,1,4,fallback_support
good professional delivery person,2,2,4,fallback_support
delivery boy very good,2,2,4,fallback_support
did not receive order,0,0,4,fallback_support
delivery boy very respectful,1,1,4,fallback_support
received different product from what was ordered,0,0,4,fallback_support
delivery made to different address with proof,1,1,4,fallback_support
priority order delayed,1,0,0,delay
product not delivered to location had to visit office,0,0,4,fallback_support
teach delivery boy how to talk properly,1,1,4,fallback_support
please cancel my order,1,1,4,fallback_support
delivery partner took extra money when customer unavailable,0,0,4,fallback_support
keep up the good work,2,2,4,fallback_support
good delivery experience first time,2,2,4,fallback_support
very polite person,2,2,4,fallback_support
delayed,1,0,0,delay
not deliver in actual location,1,1,4,fallback_support
very good service prompt delivery,2,2,4,fallback_support
received different product,0,0,4,fallback_support
please confirm on call after confirm address,1,1,4,support
fake parcel cardboard inside,0,0,4,fallback_support
bahut bekar service,1,1,4,fallback_support
delivery executive supportive rescheduled properly,2,2,4,support
refused to deliver to floor,1,1,4,fallback_support
no phone call from delivery person marked consignee unavailable extremely poor process,0,0,4,support
delivery person reluctant for upper floor,0,0,4,fallback_support
dont argue with customer give some time,1,1,4,fallback_support
delivery contact details required,1,1,4,support
wrong address wrong person delivery issue,0,0,1,wrong_delivery
" I must say the entire process was smooth, efficient, and pleasant. From the warm welcome by the staff to the quick and transparent account opening process, every step reflected professionalism and customer care.

I truly appreciate the bankÃ¢ÂÂs commitment to customer satisfaction. The team was helpful in guiding me through the formalities, explaining the features clearly, and ensuring I felt confident and valued. It was a refreshing experience that left me both happy and impressed.

I'm genuinely glad to be a part of the IDFC FIRST Bank family and look forward to a great banking relationship ahead!",2,2,4,support
delivery status updated without delivery,1,1,4,fallback_support
order for return,1,1,4,fallback_support
documents handled carefully,1,1,4,fallback_support
packages delivered successfully without issue,2,0,4,fallback_support
great,2,2,4,fallback_support
delivery staff soft spoken but recipient absent,1,1,4,fallback_support
delivery guy refused stairs pickup,1,1,4,fallback_support
The choice of branch could have been provided to the customer,1,1,4,fallback_support
ordered expensive item got cheap one,0,0,4,fallback_support
very bad nandanam chennai branch,0,0,4,fallback_support
false address update forced office pickup,0,0,4,fallback_support
parcel delayed and spoiled at destination hub,1,0,0,delay
service not available in village,0,0,4,fallback_support
not this watch,1,1,4,fallback_support
not my shipment someone used my number,1,1,4,fallback_support
all good but product quality not good,1,2,4,fallback_support
false delivered sms without receipt,1,1,4,fallback_support
wrong product received twice fraud,0,0,4,fallback_support
KYC not working RM not responsive,0,0,4,fallback_support
would like return this product a it not at all work please help me out reach with it,1,1,4,fallback_support
very poor service delayed delivery,0,0,0,delay
request for low balance account option,1,1,4,fallback_support
nice service,2,2,4,fallback_support
unable receive call but delivery completed,1,1,4,support
Item has been changed,0,0,4,fallback_support
delivery partner call me even before he reach destination,1,1,4,support
ordered one but delivered two refused return,0,0,4,fallback_support
very prompt delivery executive,2,2,4,fallback_support
excellent service provider package delivered within a day of placing order,2,2,4,fallback_support
already best,2,2,4,fallback_support
delivery delay again,1,0,0,delay
no issues during delivery,1,0,4,fallback_support
delivery staff did not return balance amount,0,0,4,fallback_support
rude delivery guy,0,0,3,behaviour
top class service very polite behaviour delivery executive very knowledgeable highly satisfy with his service,2,2,4,fallback_support
partial order received,0,0,4,fallback_support
received earlier than expected,1,1,4,fallback_support
keep moving forward,1,1,4,fallback_support
miss my rosemary water,1,1,4,fallback_support
delivery arrived without call,1,1,4,support
courier not received very bad,0,0,2,damage_lost
exact delivery time should be informed,1,1,4,fallback_support
very fast good service,2,2,4,fallback_support
ok,1,1,4,fallback_support
delivery charge taken despite free delivery,1,1,4,fallback_support
delivery smooth experience,2,2,4,fallback_support
no need cheaters parcel take for delivery ensure check before accept,1,1,4,fallback_support
average service,1,1,4,fallback_support
very good experience overall,2,2,4,fallback_support
collect my parcel at office,1,1,4,fallback_support
delivery person polite professional,1,1,4,fallback_support
not delivering at right place but marked delivered,0,0,4,fallback_support
service poor,0,0,4,fallback_support
delivery confirmation sent without actual delivery,0,0,4,fallback_support
delivery agent asked for OTP but did not hand over parcel,0,0,4,fallback_support
shipment not delivered by delivery staff,0,0,4,fallback_support
rude behaviour of delivery person abusive foul language use very unpleasant experience,0,0,3,behaviour
delivery boy rough language,1,1,4,fallback_support
superb fast delivery,2,2,4,fallback_support
best service,2,2,4,fallback_support
wrong item delivered customer deceived,0,0,4,fallback_support
yes before opening account branch staff promised visit but never came online process was smooth,1,2,4,fallback_support
already good,2,2,4,fallback_support
bad experience,0,0,4,fallback_support
very bad experience from blue dart,0,0,4,fallback_support
blue dart delayed delivery despite parcel reaching hub,0,0,0,delay
medicine delivery delayed false excuse,0,0,0,delay
tracking good delivery speed needs improvement,1,2,5,tracking
delivery boy harassed customer,1,1,4,fallback_support
delivery agent was rude aggressive and ill mannered very disappointed,0,0,3,behaviour
delivery boy refused home delivery forced hub pickup,0,0,4,fallback_support
parcel not delivered yet,0,0,4,fallback_support
what we order it not come totally different it come plss take this order we want other item,0,0,4,fallback_support
nice product,2,2,4,fallback_support
very poor delivery service,0,0,4,fallback_support
delivery nice express good delivery,2,2,4,fallback_support
please give tracking update in arattai app,1,1,5,tracking
delivery person not confirming recipient,1,1,4,fallback_support
provide delivery agent contact number,1,1,4,support
do not receive yet,1,1,4,fallback_support
delivery person honest but customer absent,1,1,4,fallback_support
bad service no home delivery credit card delay,0,0,0,delay
please mention expected delivery time in message,1,1,4,fallback_support
parcel undelivered due to false reason premise locked,0,0,4,fallback_support
very long time delivery bad,0,0,4,fallback_support
get my parcel on time extremely happy,2,2,4,fallback_support
delivery partner overloaded bike issue,1,0,4,fallback_support
flat number missing delivered at gate,1,0,4,fallback_support
great quick delivery with minimal calls,2,2,4,support
achcha,1,1,4,fallback_support
item received broken,1,1,2,damage_lost
delivery delayed no response after first call service bad,1,0,0,delay
reduce minimum balance requirement,1,1,4,fallback_support
behaviour not good and refused to wait for change,0,0,4,fallback_support
product unsafe not working refund or exchange,1,0,7,refund
product color different from what was shown,0,0,4,fallback_support
received different sets instead of same color sets,1,1,4,fallback_support
delivery person courteous,2,2,4,fallback_support
fake jewellery wrong product delivered,0,0,4,fallback_support
receive in time,2,2,4,fallback_support
deliver wrong product,0,0,4,fallback_support
poor packaging and damaged handling,0,0,2,damage_lost
delivery staff polite timely,1,1,4,fallback_support
good timely service,2,2,4,fallback_support
packaging was proper,1,1,4,fallback_support
had to go for pickup no one answered calls at godown very upsetting,0,0,4,support
giod,1,1,4,fallback_support
delivery agent was rude and unreachable during duty hours,0,0,3,behaviour
extra charges taken very bad service,0,0,6,pricing
parcel thrown inside gate unacceptable behavior,0,0,4,fallback_support
delivery on time with proper tracking update,2,2,5,tracking
it good,2,2,4,fallback_support
delivery person damaged doorbell by continuous pressing,0,0,2,damage_lost
shipment falsely marked undelivered twice,0,0,4,fallback_support
parcel not received very sad,0,0,2,damage_lost
delivery agent phone numbers not reachable,1,1,4,fallback_support
get wrong order,0,0,4,fallback_support
replacement required wrong product,1,0,7,refund
delivery process very bad forced to collect from office,0,0,4,fallback_support
perform more expectation,1,1,4,fallback_support
refused doorstep delivery asked to cancel,1,1,4,fallback_support
delivery very fast satisfied,2,2,4,fallback_support
delivery boy polite and helpful,2,2,4,fallback_support
order delayed more than a day repeatedly,1,0,0,delay
empty box received product missing,1,0,2,damage_lost
wrong parcel received,1,0,4,fallback_support
early delivery before expected,2,2,4,fallback_support
everything good keep it up,2,2,4,fallback_support
late delivery issue,0,0,0,delay
fraud waste product delivered refund money,0,0,7,refund
very very warst quality damage,0,0,2,damage_lost
unknown person received parcel,1,1,1,wrong_delivery
thanks for call,1,2,4,support
no information about delivery status,1,1,4,fallback_support
wrong consignee remark incorrect attempt update,0,0,4,fallback_support
delivery boy refused address pickup office,0,0,4,fallback_support
If you call I will tell you 6205637767,1,1,4,support
already make order delay without contact customer mark that customer not available,0,0,0,delay
wrong and missing products received,0,0,4,fallback_support
delivery guy did not call before delivery,0,0,3,behaviour
one of the best services,2,2,4,fallback_support
good,1,2,4,fallback_support
excellent service by delivery staff,2,2,4,fallback_support
wrong jersey delivered,0,0,4,fallback_support
delivery agent disrespectful tone,0,0,4,fallback_support
delivery refused home delivery forced hub pickup,0,0,4,fallback_support
lovely delivery person,2,2,4,fallback_support
it ok,1,1,4,fallback_support
on time delivery,2,2,4,fallback_support
agent did not listen properly during validation and was in a hurry,0,0,4,fallback_support
delivery person delivered to wrong house and asked me to collect later,0,0,1,wrong_delivery
delivery boy misbehaved,1,1,3,behaviour
always outstanding,2,2,4,fallback_support
awesome delivery by bluedart thank you,2,2,4,fallback_support
COD change required suggestion,1,1,4,fallback_support
different shade received,1,1,4,fallback_support
additionally charge extra,0,0,4,fallback_support
missing item in parcel box,0,0,2,damage_lost
good no,1,2,4,fallback_support
no response from delivery boy,0,0,4,support
polite well behaved delivery person,1,1,4,fallback_support
delivery agent deny deliver at home,1,1,4,fallback_support
please provide delivery executive contact number,1,1,4,support
day before delivery thank you,2,2,4,fallback_support
call before delivery attempt,1,1,4,support
delivery agent took otp but did not deliver,0,0,4,fallback_support
very poor delivery not delivered on time,0,0,0,delay
not delivere time time fasle commitment,1,1,4,fallback_support
nothing report,1,1,4,fallback_support
nobody cared about customer time extremely pathetic experience,0,0,4,fallback_support
from last three day your delivery agent reschedule delivery date even without ask me,1,1,4,fallback_support
good response,2,2,4,fallback_support
please return my order,1,1,4,fallback_support
nice packaging and good delivery service,2,2,4,fallback_support
pathetic service had to collect parcel from outlet,0,0,4,fallback_support
saree damage,1,0,2,damage_lost
delivery very quick and smooth,2,2,4,fallback_support
delivery person did not call and product not received,0,0,2,damage_lost
product damaged on opening please take back,0,0,2,damage_lost
delivery took whole day,1,1,4,fallback_support
shipment prompt but one item miss in parcel,0,0,4,fallback_support
goo,1,1,4,fallback_support
wrong product receive,0,0,4,fallback_support
rohit yadav,1,1,4,fallback_support
they did not call and handed parcel to unknown person,0,0,3,behaviour
delivery executive behaviour was pathetic and rude,0,0,3,behaviour
vad quality,1,1,4,fallback_support
delivery boy agent good behaviour respectful blue dart service,2,2,4,fallback_support
my courier not delivered at all,0,0,4,fallback_support
mobile number wrongly updated in system,1,0,4,fallback_support
thank you for great service example,2,2,4,fallback_support
learning how to use new card benefits,1,1,4,fallback_support
not receive my debit card yet,0,0,4,fallback_support
delivery update only,1,1,4,fallback_support
delivery staff rude payment issue humiliating behaviour,0,0,3,behaviour
fraud courier payment concern raised,1,1,4,fallback_support
didnt receive my order but status shows delivered,0,0,4,fallback_support
have go take from hub,1,1,4,fallback_support
duplicate cheap product delivered fraud,0,0,4,fallback_support
delivery executive did not come home had to go office to collect card,0,0,4,fallback_support
did not receive package,0,0,4,fallback_support
pathetic rural delivery experience repeated false updates,0,0,4,fallback_support
quality poor box already opened,1,1,4,fallback_support
without call delivery boy humble,1,1,4,support
satisfied,1,1,4,fallback_support
merchant fraud sent wrong item affecting bluedart reputation,1,0,4,fallback_support
bahut jyada lal ho gya hai purana stock pack karke bhej diya hai or isme return ka option nahi hai,1,1,4,fallback_support
courier person respectful,1,1,4,fallback_support
shipment received broken,0,0,2,damage_lost
amazing delivery person,1,1,4,fallback_support
increase service in rural punjab,1,1,4,fallback_support
worst service ever experienced,0,0,4,fallback_support
wrong product totally delivered,0,0,4,fallback_support
delivery on time,1,1,4,fallback_support
fast good service,1,2,4,fallback_support
delivery person very professional,2,2,4,fallback_support
delivery delay than given time,0,0,0,delay
avoid weekend deliveries suggestion,1,1,4,fallback_support
unknown receiver name shown,1,1,4,fallback_support
delivery person was very rude argued at doorstep,0,0,3,behaviour
delivery agent rude location handling,0,0,3,behaviour
fraud happened with me,0,0,4,fallback_support
scammed wrong product delivered refund needed,0,0,7,refund
blue dart known for safe quick delivery delivery staff trained and responsive,2,2,4,fallback_support
pathetic repeated false delivery attempts,0,0,4,fallback_support
delivery staff cooperative behaviour,1,1,4,fallback_support
improve technology based services,2,2,4,fallback_support
good work very supportive team,2,2,4,support
branch staff quality needs improvement,1,1,4,fallback_support
very good service polite delivery person,2,2,4,fallback_support
good service good bihevear,2,2,4,fallback_support
parcel leave with gate man in different block of this complex it should deliver my flat,0,0,4,fallback_support
unknown person received parcel,0,0,1,wrong_delivery
toxic delivery behaviour forced pickup threats,0,0,4,fallback_support
very poor service,0,0,4,fallback_support
delivery not done please contact me,1,1,4,support
wrong color received want exchange,1,0,4,fallback_support
only partial order received,1,1,4,fallback_support
best,2,2,4,fallback_support
amaze person,1,1,4,fallback_support
mixed feedback account opening delayed,1,0,0,delay
it take almost two week deliver my order,0,0,4,fallback_support
bad perfume itna mehnga perfume isse acha fogg hai,1,0,4,fallback_support
received bad product,0,0,4,fallback_support
excellent fast delivery within one day,2,2,4,fallback_support
fraud different product received,0,0,4,fallback_support
since last few month,1,1,4,fallback_support
order mismatch issue,0,0,4,fallback_support
delivery made in my absence,1,1,4,fallback_support
delivery boy not doorstep village shop delivery bank card loss bad service,0,0,4,fallback_support
easy delivery,1,1,4,fallback_support
wanted to cancel order but delivery person did not contact and delivered to security guard,0,0,4,support
promise kept,1,1,4,fallback_support
ahead of time delivery,2,2,4,fallback_support
irritating service order stuck in city no help,0,0,4,fallback_support
too much delay,0,0,0,delay
best team,2,2,4,fallback_support
delivered on time but no return option and customer not contacted when call failed,0,0,3,behaviour
received at location,1,1,4,fallback_support
delivered one day early very happy,2,2,4,fallback_support
yas,1,1,4,fallback_support
out of station reason falsely marked,0,0,4,fallback_support
didnt receive my parcel yet,0,0,4,fallback_support
u do excellent job keep it up,2,2,4,fallback_support
didnt receive my package,0,0,4,fallback_support
packaging open internal product packaging also open,1,1,4,fallback_support
fake refused status forced pickup,0,0,4,fallback_support
packaging completely different leaking product,1,1,4,fallback_support
provide promised delivery timeline,1,1,4,fallback_support
no complaints,1,1,4,support
prompt polite speedy delivery,2,2,4,fallback_support
not good delivery agent call missed marked undelivered had to collect from office,0,0,4,support
documents not received parcel missing,0,0,2,damage_lost
product fake,0,0,4,fallback_support
service not well,0,0,4,fallback_support
fake delivery update by agent,1,1,4,fallback_support
nice delivery,2,2,4,fallback_support
delivery boy very polite and on time,2,2,4,fallback_support
processing charge query,1,1,4,fallback_support
not received parcel yet,1,1,2,damage_lost
no word,1,1,4,fallback_support
bahut bekar delivery din lag gaye,1,1,4,fallback_support
parcel still not received,0,0,2,damage_lost
package damaged externally improve delivery quality,1,0,2,damage_lost
did not receive my parcel,0,0,4,fallback_support
really fast delivery,2,2,4,fallback_support
dint receive it,1,1,4,fallback_support
courier not deliver,0,0,4,fallback_support
most unreliable frequent delays,0,0,0,delay
tooo late delivery joke,0,0,0,delay
no one at home who accepted delivery,1,1,4,fallback_support
very satisfied cooperative service,2,2,4,fallback_support
expected delivery date not met,1,1,4,fallback_support
late delivery unacceptable,0,0,0,delay
scam product no primer received only mascara,0,0,4,fallback_support
Good working bank ,2,2,4,fallback_support
fake product delivered,1,1,4,fallback_support
should notify customer in every hub parcel reach,1,1,4,fallback_support
best courier service,2,2,4,fallback_support
delivery not attempted but resolved after complaint very satisfied,2,2,0,delay
wrong delivery updates should not be done,1,0,4,fallback_support
excellent service by bluedart staff,2,2,4,fallback_support
delivery agent did not call me,0,0,3,behaviour
status shows delivered but courier not received,0,0,2,damage_lost
trash found inside parcel box,0,0,4,fallback_support
delivery boy humble and polite,2,2,4,fallback_support
give different item support not helpful,1,1,4,support
good delivery,2,2,4,fallback_support
very late delivery with false updates,0,0,0,delay
please call again,1,1,4,support
very nice helpful delivery staff,2,2,4,fallback_support
delivery partner inappropriate behavior at window,1,1,4,fallback_support
already served,1,1,4,fallback_support
delivery refused had to go 3km away,0,0,4,fallback_support
they raised failed delivery without calling,0,0,4,support
delivery boy refused doorstep delivery and behaved very badly,0,0,4,fallback_support
not deliver at my address ask come nearby,0,0,4,fallback_support
delivery staff talked rudely,0,0,3,behaviour
delivery delayed birthday gift impacted,1,0,0,delay
want to return parcel received wrong item,0,0,4,fallback_support
not receive order pankaj not priya waiting more than week,0,0,4,fallback_support
delivery partner did not call and product not received,0,0,2,damage_lost
return option missing after order,1,0,4,fallback_support
this very poor irresponsible service receive my courier after fifteen day,0,0,4,fallback_support
appreciate effort despite delay,2,0,0,delay
delivery team updated status without calling unacceptable,1,1,4,support
team delivered correct product to address appreciate effort,2,2,4,fallback_support
need return item,1,1,4,fallback_support
bad experience with delivery vendor,0,0,4,fallback_support
good but not up to mark,1,2,4,fallback_support
parcel not delivered,0,0,4,fallback_support
she deliver at security gate,1,1,4,fallback_support
very poor service expected delivery by 1st oct fake update customer not available caused penalty due to delay,0,0,0,delay
severely damaged packaging contents spilled,0,0,2,damage_lost
try deliver same date when delivery status show in order,1,1,4,fallback_support
prompt delivery even at different address,2,2,4,fallback_support
defective product want return,1,1,4,fallback_support
not applicable,0,0,4,fallback_support
delivery boy lied about attempt,0,0,4,fallback_support
product quality not good,0,0,4,fallback_support
fast delivery neutral experience,1,1,4,fallback_support
earbuds box scratched poor product quality,0,0,4,fallback_support
overselling concerns,1,1,4,fallback_support
good performance delivery team,2,2,4,fallback_support
very bad service without call and repeated delays,0,0,0,delay
verification required,1,1,4,fallback_support
order marked delivered but not received,1,1,2,damage_lost
staff behavior not good,0,0,4,fallback_support
bad service coordination by logistics partner,0,0,4,fallback_support
poor performance failed to deliver on time and place,0,0,4,fallback_support
collected parcel from office no home delivery,0,0,4,fallback_support
no call from delivery agent forced office pickup bad service,0,0,3,behaviour
superb service by delivery personnel,2,2,4,fallback_support
wrong receiver name unprofessional,0,0,3,behaviour
did not get ordered book want return,0,0,4,fallback_support
abc,1,1,4,fallback_support
wrong fake product dilevered,0,0,4,fallback_support
delivery details required,1,1,4,fallback_support
video kyc smooth secure delivery with minimal id sharing,2,2,4,fallback_support
online kyc process needs improvement,1,1,4,fallback_support
ok fragile items should not be delivered on bike,1,1,4,fallback_support
delivery person misled saying he arrived waited long very bad experience,0,0,4,fallback_support
fraud by company,1,1,4,fallback_support
it is not my order,0,0,1,wrong_delivery
passbook printing facility required at branch,1,1,4,fallback_support
delivery always reschedule mark consignee not available,1,1,4,fallback_support
continue with same spirit,1,1,4,fallback_support
extremely poor service courier did not deliver card at office address official complaint raised,0,0,4,support
wrong item delivered,1,0,4,fallback_support
product different from video shown,1,1,4,fallback_support
who abishek,1,1,4,fallback_support
video kyc interrupted multiple times,1,1,4,fallback_support
item damaged,0,0,2,damage_lost
delivery executive missed call no follow up,0,0,4,support
bad service,0,0,4,fallback_support
service not liked,1,1,4,fallback_support
wrong flip cover delivered instead of ordered product,0,0,4,fallback_support
prompt delivery without unnecessary calls,1,1,4,support
parcel delivered to wrong floor wrong person,0,0,1,wrong_delivery
delivery person didnt call held consignment,0,0,5,tracking
it is ok,1,1,4,fallback_support
parcel delayed despite multiple complaints,0,0,0,delay
delivery executive lied,0,0,4,fallback_support
not delivered,0,0,4,fallback_support
doorstep delivery no unnecessary calls satisfied,2,2,4,support
forced market pickup not doorstep delivery risky for bank documents,1,1,4,fallback_support
item not deliver,1,1,4,fallback_support
order delayed,0,0,0,delay
delivery agent called and delivered to office address,1,1,4,support
love product quality excellent,2,2,4,fallback_support
delivery person talked rudely no manners during delivery,0,0,3,behaviour
okay,1,1,4,fallback_support
delivery staff behaviour was good,2,2,4,fallback_support
thank you service appreciated,2,2,4,fallback_support
quick service,2,2,4,fallback_support
credit card features miscommunicated,1,1,4,fallback_support
bad service received,0,0,4,fallback_support
really appreciate delivery partner patience dedication,2,2,4,fallback_support
item not delivered to me,0,0,4,fallback_support
not time delivery,1,1,4,fallback_support
order received safely,2,2,4,fallback_support
behaviour not good,0,0,4,fallback_support
did not like product quality,0,0,4,fallback_support
bad experience with delivery staff cheap service,0,0,4,fallback_support
delivery partner demanded extra charges to deliver at my address,0,0,6,pricing
humble excellent service,2,2,4,fallback_support
size not perfect,1,2,4,fallback_support
best agent,1,1,4,fallback_support
not received any courier,0,0,2,damage_lost
Not proper service,0,0,4,fallback_support
super fast service,2,2,4,fallback_support
dont receive anything,1,1,4,fallback_support
share delivery date time in advance,1,1,4,fallback_support
ruthless aggressive delivery boy,0,0,4,fallback_support
want return my order,1,1,4,fallback_support
poor internal team coordination,1,1,4,fallback_support
please call before delivery otherwise service superb,2,2,4,support
zero balance account misrepresented minimum balance demanded scam,0,0,4,fallback_support
good person delivery staff,2,2,4,fallback_support
item damaged please return this,0,0,2,damage_lost
no home delivery available,1,1,4,fallback_support
bad courier experience lifetime worst,1,0,4,fallback_support
delivery agent rude communication,0,0,3,behaviour
defective item,1,1,4,fallback_support
Everything looks good but no email transaction alerts received,2,2,4,fallback_support
delivery person lacks customer behaviour will not recommend bluedart,0,0,4,fallback_support
no call received,1,1,3,behaviour
order delayed had to collect myself,0,0,0,delay
same day delivery started by bluedart great service,2,2,4,fallback_support
easy account opening within 2 minutes,2,2,4,fallback_support
order arrived damaged,1,0,2,damage_lost
koi deliver karne aaya hi tha,1,1,4,fallback_support
delivery staff rude attitude,0,0,3,behaviour
delivery agent did not call status shows delivered,0,0,3,behaviour
exllent,1,1,4,fallback_support
order not same,0,0,4,fallback_support
wrong item received need details,1,0,4,fallback_support
like the service,2,2,4,fallback_support
delivery person was rude and misbehaved on calls,0,0,3,behaviour
poor internal team,1,1,4,fallback_support
delivery boy behaviour very bad,0,0,4,fallback_support
did not receive product no call from executive,0,0,3,behaviour
delivery boy polite redelivered next day,2,2,4,fallback_support
so much delay not deliver my home do multiple follow up,0,0,0,delay
very good delivery on time polite staff,2,2,4,fallback_support
wrong system update no courier received,0,0,4,fallback_support
single item received instead of full order,1,1,4,fallback_support
delivery boy behaviour not good,0,0,4,fallback_support
package damaged despite fragile sticker,1,0,2,damage_lost
delivery agent did not come for delivery,1,1,4,fallback_support
swift delivery,1,1,4,fallback_support
open package delivery would good,1,2,4,fallback_support
last time had a bad experience,0,0,4,fallback_support
it day late from estimate delivery,1,0,0,delay
positive experience respectful delivery boy,2,2,4,fallback_support
delivery person reached my home and delivered successfully very good service,2,2,4,fallback_support
food,1,1,4,fallback_support
product not received yet,1,1,2,damage_lost
delivery person didnt visit house forced outlet pickup,1,1,4,fallback_support
hamara company hai ki bar paisa liya jata hai,1,1,4,fallback_support
out for delivery in morning received after evening,1,1,4,fallback_support
no requirement excellent service,2,2,4,fallback_support
delivery boy poor behaviour,0,0,4,fallback_support
very good experience,2,2,4,fallback_support
Reduce atiny Amount of ROI,1,1,4,fallback_support
return requested wrong product delivered,1,0,4,fallback_support
tampered packaging wrong item and unreachable contact numbers,0,0,2,damage_lost
want cancel order,1,1,4,fallback_support
staff very helpful,2,2,4,fallback_support
reduce delivery charge request,1,1,4,fallback_support
very good service appreciate thanks,2,2,4,fallback_support
well service but nothing special,1,1,4,fallback_support
parcel not received without handover,0,0,2,damage_lost
delivery not attempted had to go office,0,0,0,delay
fail deliver parcel irresponsible had to reach depo,0,0,4,fallback_support
delivery not attempted had to collect from office staff rude,0,0,0,delay
impressed,1,1,4,fallback_support
great delivery representative,2,2,4,fallback_support
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,0,0,4,fallback_support
delivery executive insisted customer come downstairs refused doorstep delivery,0,0,4,fallback_support
parcel delivery week late,1,0,0,delay
very fast on time delivery,2,2,4,fallback_support
jst leave it in door,1,1,4,fallback_support
it take more than minute after approval of entry campus deliver package package deliver with out collect otp otp send me after delivery of package,1,1,4,fallback_support
improve delivery timing,1,1,4,fallback_support
well,1,1,4,fallback_support
khagaul centre deliberately dont deliver prepaid material false customer not available remark,0,0,4,fallback_support
worst experience extremely poor service shipment not delivered on time no support forced to collect from far location,0,0,0,delay
parcel deliver wrong address in building,0,0,1,wrong_delivery
not deliver,0,0,4,fallback_support
avoid bluedart poor service experience,0,0,4,fallback_support
broken bottle received,1,1,2,damage_lost
delivery agent marked self delivered,1,1,4,fallback_support
parcel delivered to someone else,1,1,4,fallback_support
order marked delivered but partially missing,0,0,4,fallback_support
wrong package received from seller,0,0,4,fallback_support
since you already customer connect ensure notify him on wa or through call so that he she would availablegood receive my both courier today itself,0,0,4,support
nice product very good,2,2,4,fallback_support
product damage packing open item total damaged,1,0,2,damage_lost
polite interaction,1,1,4,fallback_support
fake fraud platform allowed wrong product delivery,0,0,4,fallback_support
goob,1,1,4,fallback_support
welcome kit delivery delayed over a week disappointing,0,0,0,delay
charges high,1,1,4,fallback_support
delivery rider unresponsive,0,0,4,fallback_support
delivery boy provided excellent service,2,2,4,fallback_support
delivery delayed,1,0,0,delay
delivery boy rude but at least delivered order,1,0,3,behaviour
status shows delivered but not received,0,0,2,damage_lost
sumeran attitude always help company,1,1,4,fallback_support
very satisfied,2,2,4,fallback_support
it is excellent service,2,2,4,fallback_support
your service excellent,2,2,4,fallback_support
top notch delivery overall,1,1,4,fallback_support
delivery confirmation sms without delivery,1,1,4,fallback_support
order one but he deliver two,1,1,4,fallback_support
delivery failed after multiple attempts poor support,0,0,4,support
parcel received but not handed properly,1,1,4,fallback_support
wrong product delivered by vendor,0,0,4,fallback_support
order delivered before expected date,1,1,4,fallback_support
person who come for delivery helpful,2,2,4,fallback_support
forced self pickup very bad service,0,0,4,fallback_support
0,1,1,4,fallback_support
timely delivery not done across regions,1,1,4,fallback_support
go get parcel they didnt deliver,1,1,4,fallback_support
full payment received mattress delivered after one week,0,0,4,fallback_support
delivery service very poor,0,0,4,fallback_support
delivery person impolite refused doorstep delivery repeatedly,0,0,4,fallback_support
bank staff behaviour very good,2,2,4,fallback_support
need return product,1,1,4,fallback_support
all good,1,2,4,fallback_support
kit not received,0,0,2,damage_lost
very bad delivery boy not attend call,0,0,4,support
my shipment not deliver,0,0,4,fallback_support
please keep promises,1,1,4,fallback_support
good service delivery executive polite humble,2,2,4,fallback_support
package delivery confusion recipient mismatch,1,1,4,fallback_support
parcel not delivered after otp verification,0,0,4,fallback_support
courier marked delivered without call or visit,0,0,4,support
ok service,1,1,4,fallback_support
package attempt failed due to meeting rider marked consignee not found,1,1,4,fallback_support
still not delivered,0,0,4,fallback_support
name mismatch no confirmation or call received,1,1,4,support
need more branches suggestion,1,1,4,fallback_support
order handed to unknown person without call,0,0,4,support
pathetic service false updates,0,0,4,fallback_support
need more nearby branches,1,1,4,fallback_support
package leaking inside,0,0,4,fallback_support
even after giving rating process is cumbersome no punctuality or sense of time,0,0,4,fallback_support
delivery not on my address very bad experience,0,0,4,fallback_support
damaged product not returnable disappointed,0,0,2,damage_lost
thanks for quick delivery,2,2,4,fallback_support
delivery service fast and nice,2,2,4,fallback_support
on time delivery good,2,2,4,fallback_support
love it,2,2,4,fallback_support
call me for details,1,1,4,support
you are already great,2,2,4,fallback_support
delivery person didnt call shows wrong address,0,0,1,wrong_delivery
order marked delivered without attempt,0,0,4,fallback_support
good delivery person,2,2,4,fallback_support
fraud no shipment delivered,0,0,4,fallback_support
back side middle edge broken,1,1,2,damage_lost
delivery of shipment party via otp safe secure welcome it happy too please do it for all consignment yhby do this consignment neither get lose or misplace or deliver unknown person which generally do by mischievous delivery person,1,2,5,tracking
information message,1,1,4,fallback_support
update status truthfully,1,1,4,fallback_support
call before delivery or allow time slot,1,1,4,support
want refund,1,0,7,refund
too late service for urgent parcel,1,0,0,delay
appreciate delivery partner dedication,2,2,4,fallback_support
fast delivery well handled package,2,2,4,fallback_support
why delivery always afternoon and why otp needed every time,1,1,4,fallback_support
reach final round,1,1,4,fallback_support
delivery promised monday came thursday very disappointed,0,0,4,fallback_support
