text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority,primary_aspect_name
didnt receive my parcel yet,logistics,0,0,7,fallback_support,1,0,1,service_quality
u do excellent job keep it up,logistics,2,2,7,fallback_support,2,1,0,service_quality
didnt receive my package,logistics,0,0,7,fallback_support,1,0,1,service_quality
packaging open internal product packaging also open,logistics,1,1,7,fallback_support,1,0,0,service_quality
fake refused status forced pickup,logistics,0,0,7,fallback_support,0,3,2,service_quality
packaging completely different leaking product,logistics,1,1,7,damage_lost,1,0,0,service_quality
provide promised delivery timeline,logistics,1,1,7,fallback_support,1,0,0,service_quality
no complaints,logistics,1,1,7,support,0,3,2,service_quality
prompt polite speedy delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
not good delivery agent call missed marked undelivered had to collect from office,logistics,0,0,7,support,2,1,1,service_quality
documents not received parcel missing,logistics,0,0,5,damage_lost,0,4,3,damaged_package
product fake,logistics,0,0,7,fallback_support,0,3,2,service_quality
service not well,logistics,0,0,7,fallback_support,1,0,1,service_quality
fake delivery update by agent,logistics,1,1,7,fallback_support,0,0,0,service_quality
nice delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery boy very polite and on time,logistics,2,2,7,fallback_support,2,1,0,service_quality
processing charge query,logistics,1,1,7,support,1,0,0,service_quality
not received parcel yet,logistics,1,1,7,damage_lost,0,0,0,service_quality
no word,logistics,1,1,7,fallback_support,1,0,0,service_quality
bahut bekar delivery din lag gaye,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel still not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
package damaged externally improve delivery quality,logistics,1,0,5,damage_lost,0,3,3,damaged_package
did not receive my parcel,logistics,0,0,7,damage_lost,0,4,3,service_quality
really fast delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
dint receive it,logistics,1,1,7,fallback_support,1,0,0,service_quality
courier not deliver,logistics,0,0,7,fallback_support,1,0,1,service_quality
most unreliable frequent delays,logistics,0,0,0,delay,0,3,2,delivery_failures
tooo late delivery joke,logistics,0,0,0,delay,0,3,2,delivery_failures
no one at home who accepted delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
very satisfied cooperative service,logistics,2,2,7,fallback_support,2,1,0,service_quality
expected delivery date not met,logistics,1,1,7,fallback_support,1,0,0,service_quality
late delivery unacceptable,logistics,0,0,0,delay,0,3,2,delivery_failures
scam product no primer received only mascara,logistics,0,0,7,fallback_support,1,4,3,service_quality
Good working bank ,logistics,2,2,7,fallback_support,2,1,0,service_quality
fake product delivered,logistics,1,1,7,fallback_support,0,0,0,service_quality
should notify customer in every hub parcel reach,logistics,1,1,7,fallback_support,1,0,0,service_quality
best courier service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery not attempted but resolved after complaint very satisfied,logistics,2,2,0,delay,0,3,2,delivery_failures
wrong delivery updates should not be done,logistics,1,0,1,fallback_support,0,3,2,wrong_delivery
excellent service by bluedart staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery agent did not call me,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
status shows delivered but courier not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
trash found inside parcel box,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery boy humble and polite,logistics,2,2,7,fallback_support,2,1,0,service_quality
give different item support not helpful,logistics,1,1,7,support,0,0,0,service_quality
good delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
very late delivery with false updates,logistics,0,0,0,delay,0,3,2,delivery_failures
please call again,logistics,1,1,7,support,1,0,0,service_quality
very nice helpful delivery staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery partner inappropriate behavior at window,logistics,1,1,7,behaviour,1,0,0,service_quality
already served,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery refused had to go 3km away,logistics,0,0,7,fallback_support,1,0,1,service_quality
they raised failed delivery without calling,logistics,0,0,7,support,1,0,1,service_quality
delivery boy refused doorstep delivery and behaved very badly,logistics,0,0,7,fallback_support,0,3,2,service_quality
not deliver at my address ask come nearby,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery staff talked rudely,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
delivery delayed birthday gift impacted,logistics,1,0,0,delay,0,2,2,delivery_failures
want to return parcel received wrong item,logistics,0,0,7,refund,0,4,3,service_quality
not receive order pankaj not priya waiting more than week,logistics,0,0,7,fallback_support,1,2,1,service_quality
delivery partner did not call and product not received,logistics,0,0,2,damage_lost,0,4,3,agent_behaviour
return option missing after order,logistics,1,0,7,refund,0,0,0,service_quality
this very poor irresponsible service receive my courier after fifteen day,logistics,0,0,7,fallback_support,0,3,2,service_quality
appreciate effort despite delay,logistics,2,0,0,delay,0,0,0,delivery_failures
delivery team updated status without calling unacceptable,logistics,1,1,7,support,1,0,0,service_quality
team delivered correct product to address appreciate effort,logistics,2,2,7,fallback_support,2,1,0,service_quality
need return item,logistics,1,1,7,refund,1,0,0,service_quality
bad experience with delivery vendor,logistics,0,0,7,fallback_support,0,3,2,service_quality
good but not up to mark,logistics,1,2,7,fallback_support,2,1,0,service_quality
parcel not delivered,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
she deliver at security gate,logistics,1,1,7,fallback_support,1,0,0,service_quality
very poor service expected delivery by 1st oct fake update customer not available caused penalty due to delay,logistics,0,0,0,delay,0,3,2,delivery_failures
severely damaged packaging contents spilled,logistics,0,0,5,damage_lost,0,4,3,damaged_package
try deliver same date when delivery status show in order,logistics,1,1,7,fallback_support,1,0,0,service_quality
prompt delivery even at different address,logistics,2,2,7,fallback_support,2,1,0,service_quality
defective product want return,logistics,1,1,7,refund,1,0,0,service_quality
not applicable,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery boy lied about attempt,logistics,0,0,7,fallback_support,1,0,1,service_quality
product quality not good,logistics,0,0,7,fallback_support,2,1,1,service_quality
fast delivery neutral experience,logistics,1,1,7,fallback_support,2,0,0,service_quality
earbuds box scratched poor product quality,logistics,0,0,7,fallback_support,0,3,2,service_quality
overselling concerns,logistics,1,1,7,fallback_support,1,2,1,service_quality
good performance delivery team,logistics,2,2,7,fallback_support,2,1,0,service_quality
very bad service without call and repeated delays,logistics,0,0,0,delay,0,3,2,delivery_failures
verification required,logistics,1,1,7,fallback_support,1,0,0,service_quality
order marked delivered but not received,logistics,1,1,7,damage_lost,0,0,0,service_quality
staff behavior not good,logistics,0,0,7,behaviour,2,1,2,service_quality
bad service coordination by logistics partner,logistics,0,0,7,fallback_support,0,3,2,service_quality
poor performance failed to deliver on time and place,logistics,0,0,7,fallback_support,0,3,2,service_quality
collected parcel from office no home delivery,logistics,0,0,7,fallback_support,1,0,1,service_quality
no call from delivery agent forced office pickup bad service,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
superb service by delivery personnel,logistics,2,2,7,fallback_support,2,1,0,service_quality
wrong receiver name unprofessional,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
did not get ordered book want return,logistics,0,0,7,refund,0,4,3,service_quality
abc,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong fake product dilevered,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery details required,logistics,1,1,7,fallback_support,1,0,0,service_quality
video kyc smooth secure delivery with minimal id sharing,logistics,2,2,7,fallback_support,2,1,0,service_quality
online kyc process needs improvement,logistics,1,1,7,fallback_support,1,0,0,service_quality
ok fragile items should not be delivered on bike,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery person misled saying he arrived waited long very bad experience,logistics,0,0,7,fallback_support,0,3,2,service_quality
fraud by company,logistics,1,1,7,fallback_support,1,4,3,service_quality
it is not my order,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
passbook printing facility required at branch,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery always reschedule mark consignee not available,logistics,1,1,7,fallback_support,1,0,0,service_quality
continue with same spirit,logistics,1,1,7,fallback_support,1,0,0,service_quality
extremely poor service courier did not deliver card at office address official complaint raised,logistics,0,0,7,support,0,3,2,service_quality
wrong item delivered,logistics,1,0,7,fallback_support,0,0,0,service_quality
product different from video shown,logistics,1,1,7,fallback_support,1,0,0,service_quality
who abishek,logistics,1,1,7,fallback_support,1,0,0,service_quality
video kyc interrupted multiple times,logistics,1,1,7,fallback_support,1,0,0,service_quality
item damaged,logistics,0,0,5,damage_lost,0,4,3,damaged_package
delivery executive missed call no follow up,logistics,0,0,3,support,1,2,1,customer_support
bad service,logistics,0,0,7,fallback_support,0,3,2,service_quality
service not liked,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong flip cover delivered instead of ordered product,logistics,0,0,7,fallback_support,0,3,2,service_quality
prompt delivery without unnecessary calls,logistics,1,1,7,support,2,0,0,service_quality
parcel delivered to wrong floor wrong person,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
delivery person didnt call held consignment,logistics,0,0,4,tracking,1,0,0,tracking_updates
it is ok,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel delayed despite multiple complaints,logistics,0,0,0,delay,0,3,2,delivery_failures
delivery executive lied,logistics,0,0,7,fallback_support,1,0,1,service_quality
not delivered,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
doorstep delivery no unnecessary calls satisfied,logistics,2,2,7,support,2,1,0,service_quality
forced market pickup not doorstep delivery risky for bank documents,logistics,1,1,7,fallback_support,1,0,0,service_quality
item not deliver,logistics,1,1,7,fallback_support,1,0,0,service_quality
order delayed,logistics,0,0,0,delay,0,3,2,delivery_failures
delivery agent called and delivered to office address,logistics,1,1,7,support,1,0,0,service_quality
love product quality excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person talked rudely no manners during delivery,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
okay,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery staff behaviour was good,logistics,2,2,7,behaviour,2,1,0,service_quality
thank you service appreciated,logistics,2,2,7,fallback_support,2,1,0,service_quality
quick service,logistics,2,2,7,fallback_support,2,1,0,service_quality
credit card features miscommunicated,logistics,1,1,7,fallback_support,1,0,0,service_quality
bad service received,logistics,0,0,7,fallback_support,0,3,2,service_quality
really appreciate delivery partner patience dedication,logistics,2,2,7,fallback_support,2,1,0,service_quality
item not delivered to me,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
not time delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
order received safely,logistics,2,2,7,fallback_support,2,1,0,service_quality
behaviour not good,logistics,0,0,7,behaviour,2,1,2,service_quality
did not like product quality,logistics,0,0,7,fallback_support,1,0,1,service_quality
bad experience with delivery staff cheap service,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery partner demanded extra charges to deliver at my address,logistics,0,0,6,pricing,1,0,0,payment_issues
humble excellent service,logistics,2,2,7,fallback_support,2,1,0,service_quality
size not perfect,logistics,1,2,7,fallback_support,2,0,0,service_quality
best agent,logistics,1,1,7,fallback_support,1,0,0,service_quality
not received any courier,logistics,0,0,7,damage_lost,0,4,3,service_quality
Not proper service,logistics,0,0,7,fallback_support,1,0,1,service_quality
super fast service,logistics,2,2,7,fallback_support,2,1,0,service_quality
dont receive anything,logistics,1,1,7,fallback_support,1,0,0,service_quality
share delivery date time in advance,logistics,1,1,7,fallback_support,1,0,0,service_quality
ruthless aggressive delivery boy,logistics,0,0,7,fallback_support,1,0,1,service_quality
want return my order,logistics,1,1,7,refund,1,0,0,service_quality
poor internal team coordination,logistics,1,1,7,fallback_support,0,0,0,service_quality
please call before delivery otherwise service superb,logistics,2,2,7,support,2,1,0,service_quality
zero balance account misrepresented minimum balance demanded scam,logistics,0,0,7,fallback_support,1,4,3,service_quality
good person delivery staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
item damaged please return this,logistics,0,0,5,damage_lost,0,4,3,damaged_package
no home delivery available,logistics,1,1,7,fallback_support,1,0,0,service_quality
bad courier experience lifetime worst,logistics,1,0,7,fallback_support,0,0,0,service_quality
delivery agent rude communication,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
defective item,logistics,1,1,7,fallback_support,1,0,0,service_quality
Everything looks good but no email transaction alerts received,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person lacks customer behaviour will not recommend bluedart,logistics,0,0,7,behaviour,1,0,2,service_quality
no call received,logistics,1,1,2,behaviour,1,0,0,agent_behaviour
order delayed had to collect myself,logistics,0,0,0,delay,0,3,2,delivery_failures
same day delivery started by bluedart great service,logistics,2,2,7,fallback_support,2,1,0,service_quality
easy account opening within 2 minutes,logistics,2,2,7,fallback_support,2,1,0,service_quality
order arrived damaged,logistics,1,0,5,damage_lost,0,3,3,damaged_package
koi deliver karne aaya hi tha,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery staff rude attitude,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
delivery agent did not call status shows delivered,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
exllent,logistics,1,1,7,fallback_support,1,0,0,service_quality
order not same,logistics,0,0,7,fallback_support,1,0,1,service_quality
wrong item received need details,logistics,1,0,7,fallback_support,0,0,0,service_quality
like the service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person was rude and misbehaved on calls,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
poor internal team,logistics,1,1,7,fallback_support,0,0,0,service_quality
delivery boy behaviour very bad,logistics,0,0,7,behaviour,0,3,2,service_quality
did not receive product no call from executive,logistics,0,0,2,damage_lost,0,4,3,agent_behaviour
delivery boy polite redelivered next day,logistics,2,2,7,fallback_support,2,1,0,service_quality
so much delay not deliver my home do multiple follow up,logistics,0,0,0,delay,0,3,2,delivery_failures
very good delivery on time polite staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
wrong system update no courier received,logistics,0,0,7,fallback_support,0,3,2,service_quality
single item received instead of full order,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery boy behaviour not good,logistics,0,0,7,behaviour,2,1,2,service_quality
package damaged despite fragile sticker,logistics,1,0,5,damage_lost,0,3,3,damaged_package
delivery agent did not come for delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
swift delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
open package delivery would good,logistics,1,2,7,fallback_support,2,1,0,service_quality
last time had a bad experience,logistics,0,0,7,fallback_support,0,3,2,service_quality
it day late from estimate delivery,logistics,1,0,0,delay,0,0,1,delivery_failures
positive experience respectful delivery boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person reached my home and delivered successfully very good service,logistics,2,2,7,fallback_support,2,1,0,service_quality
food,logistics,1,1,7,fallback_support,1,0,0,service_quality
product not received yet,logistics,1,1,7,damage_lost,0,0,0,service_quality
delivery person didnt visit house forced outlet pickup,logistics,1,1,7,fallback_support,1,0,0,service_quality
hamara company hai ki bar paisa liya jata hai,logistics,1,1,7,fallback_support,1,0,0,service_quality
out for delivery in morning received after evening,logistics,1,1,7,fallback_support,1,0,0,service_quality
no requirement excellent service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery boy poor behaviour,logistics,0,0,7,behaviour,0,3,2,service_quality
very good experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
Reduce atiny Amount of ROI,logistics,1,1,7,fallback_support,1,0,0,service_quality
return requested wrong product delivered,logistics,1,0,7,refund,0,0,0,service_quality
tampered packaging wrong item and unreachable contact numbers,logistics,0,0,5,damage_lost,0,4,3,damaged_package
want cancel order,logistics,1,1,7,fallback_support,1,0,0,service_quality
staff very helpful,logistics,2,2,7,fallback_support,2,1,0,service_quality
reduce delivery charge request,logistics,1,1,7,fallback_support,1,0,0,service_quality
very good service appreciate thanks,logistics,2,2,7,fallback_support,2,1,0,service_quality
well service but nothing special,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel not received without handover,logistics,0,0,7,damage_lost,0,4,3,service_quality
delivery not attempted had to go office,logistics,0,0,0,delay,0,3,2,delivery_failures
fail deliver parcel irresponsible had to reach depo,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery not attempted had to collect from office staff rude,logistics,0,0,0,delay,0,3,2,delivery_failures
impressed,logistics,1,1,7,fallback_support,1,0,0,service_quality
great delivery representative,logistics,2,2,7,fallback_support,2,1,0,service_quality
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery executive insisted customer come downstairs refused doorstep delivery,logistics,0,0,7,fallback_support,1,0,1,service_quality
parcel delivery week late,logistics,1,0,0,delay,0,0,1,delivery_failures
very fast on time delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
jst leave it in door,logistics,1,1,7,fallback_support,1,0,0,service_quality
it take more than minute after approval of entry campus deliver package package deliver with out collect otp otp send me after delivery of package,logistics,1,1,7,fallback_support,1,0,0,service_quality
improve delivery timing,logistics,1,1,7,fallback_support,1,0,0,service_quality
well,logistics,1,1,7,fallback_support,1,0,0,service_quality
khagaul centre deliberately dont deliver prepaid material false customer not available remark,logistics,0,0,7,fallback_support,1,0,1,service_quality
worst experience extremely poor service shipment not delivered on time no support forced to collect from far location,logistics,0,0,0,delay,0,3,2,delivery_failures
parcel deliver wrong address in building,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
not deliver,logistics,0,0,7,fallback_support,1,0,1,service_quality
avoid bluedart poor service experience,logistics,0,0,7,fallback_support,0,3,2,service_quality
broken bottle received,logistics,1,1,5,damage_lost,0,0,0,damaged_package
delivery agent marked self delivered,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel delivered to someone else,logistics,1,1,1,fallback_support,1,0,0,wrong_delivery
order marked delivered but partially missing,logistics,0,0,7,fallback_support,0,3,2,service_quality
wrong package received from seller,logistics,0,0,7,fallback_support,0,3,2,service_quality
since you already customer connect ensure notify him on wa or through call so that he she would availablegood receive my both courier today itself,logistics,0,0,7,support,2,1,1,service_quality
nice product very good,logistics,2,2,7,fallback_support,2,1,0,service_quality
product damage packing open item total damaged,logistics,1,0,5,damage_lost,0,3,3,damaged_package
polite interaction,logistics,1,1,7,fallback_support,2,0,0,service_quality
fake fraud platform allowed wrong product delivery,logistics,0,0,7,fallback_support,0,4,3,service_quality
goob,logistics,1,1,7,fallback_support,1,0,0,service_quality
welcome kit delivery delayed over a week disappointing,logistics,0,0,0,delay,0,3,2,delivery_failures
charges high,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery rider unresponsive,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery boy provided excellent service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery delayed,logistics,1,0,0,delay,0,2,2,delivery_failures
delivery boy rude but at least delivered order,logistics,1,0,2,behaviour,0,3,2,agent_behaviour
status shows delivered but not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
sumeran attitude always help company,logistics,1,1,7,fallback_support,1,0,0,service_quality
very satisfied,logistics,2,2,7,fallback_support,2,1,0,service_quality
it is excellent service,logistics,2,2,7,fallback_support,2,1,0,service_quality
your service excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
top notch delivery overall,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery confirmation sms without delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
order one but he deliver two,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery failed after multiple attempts poor support,logistics,0,0,0,delay,0,3,2,delivery_failures
parcel received but not handed properly,logistics,1,1,7,fallback_support,1,0,0,service_quality
wrong product delivered by vendor,logistics,0,0,7,fallback_support,0,3,2,service_quality
order delivered before expected date,logistics,1,1,7,fallback_support,1,0,0,service_quality
person who come for delivery helpful,logistics,2,2,7,fallback_support,2,1,0,service_quality
forced self pickup very bad service,logistics,0,0,7,fallback_support,0,3,2,service_quality
0,logistics,1,1,7,fallback_support,1,0,0,service_quality
timely delivery not done across regions,logistics,1,1,0,fallback_support,2,0,0,delivery_failures
go get parcel they didnt deliver,logistics,1,1,7,fallback_support,1,0,0,service_quality
full payment received mattress delivered after one week,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery service very poor,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery person impolite refused doorstep delivery repeatedly,logistics,0,0,7,behaviour,2,0,2,service_quality
bank staff behaviour very good,logistics,2,2,7,behaviour,2,1,0,service_quality
need return product,logistics,1,1,7,refund,1,0,0,service_quality
all good,logistics,1,2,7,fallback_support,2,1,0,service_quality
kit not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
very bad delivery boy not attend call,logistics,0,0,7,support,0,3,2,service_quality
my shipment not deliver,logistics,0,0,7,fallback_support,1,0,1,service_quality
please keep promises,logistics,1,1,7,fallback_support,1,0,0,service_quality
good service delivery executive polite humble,logistics,2,2,7,fallback_support,2,1,0,service_quality
package delivery confusion recipient mismatch,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel not delivered after otp verification,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
courier marked delivered without call or visit,logistics,0,0,7,support,1,0,1,service_quality
ok service,logistics,1,1,7,fallback_support,1,0,0,service_quality
package attempt failed due to meeting rider marked consignee not found,logistics,1,1,7,fallback_support,1,0,0,service_quality
still not delivered,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
name mismatch no confirmation or call received,logistics,1,1,7,support,1,0,0,service_quality
need more branches suggestion,logistics,1,1,7,fallback_support,1,0,0,service_quality
order handed to unknown person without call,logistics,0,0,7,support,1,0,1,service_quality
pathetic service false updates,logistics,0,0,7,fallback_support,1,0,1,service_quality
need more nearby branches,logistics,1,1,7,fallback_support,1,0,0,service_quality
package leaking inside,logistics,0,0,7,damage_lost,0,4,3,service_quality
even after giving rating process is cumbersome no punctuality or sense of time,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery not on my address very bad experience,logistics,0,0,7,fallback_support,0,3,2,service_quality
damaged product not returnable disappointed,logistics,0,0,5,damage_lost,0,4,3,damaged_package
thanks for quick delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery service fast and nice,logistics,2,2,7,fallback_support,2,1,0,service_quality
on time delivery good,logistics,2,2,7,fallback_support,2,1,0,service_quality
love it,logistics,2,2,7,fallback_support,2,1,0,service_quality
call me for details,logistics,1,1,7,support,1,0,0,service_quality
you are already great,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person didnt call shows wrong address,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
order marked delivered without attempt,logistics,0,0,7,fallback_support,1,0,1,service_quality
good delivery person,logistics,2,2,7,fallback_support,2,1,0,service_quality
fraud no shipment delivered,logistics,0,0,7,fallback_support,1,4,3,service_quality
back side middle edge broken,logistics,1,1,5,damage_lost,0,0,0,damaged_package
delivery of shipment party via otp safe secure welcome it happy too please do it for all consignment yhby do this consignment neither get lose or misplace or deliver unknown person which generally do by mischievous delivery person,logistics,1,2,4,tracking,1,1,1,tracking_updates
information message,logistics,1,1,7,fallback_support,1,0,0,service_quality
update status truthfully,logistics,1,1,7,fallback_support,1,0,0,service_quality
call before delivery or allow time slot,logistics,1,1,7,support,1,0,0,service_quality
want refund,logistics,1,0,7,refund,1,0,0,service_quality
too late service for urgent parcel,logistics,1,0,0,delay,0,0,1,delivery_failures
appreciate delivery partner dedication,logistics,2,2,7,fallback_support,2,1,0,service_quality
fast delivery well handled package,logistics,2,2,7,fallback_support,2,1,0,service_quality
why delivery always afternoon and why otp needed every time,logistics,1,1,7,fallback_support,1,0,0,service_quality
reach final round,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery promised monday came thursday very disappointed,logistics,0,0,7,fallback_support,1,0,1,service_quality
polite behaviour timely delivery item with not any disturbance,logistics,2,2,7,behaviour,2,1,0,service_quality
could be faster,logistics,1,1,7,fallback_support,2,0,0,service_quality
executive humble polite well mannered,logistics,2,2,7,fallback_support,2,1,0,service_quality
nothing,logistics,1,1,7,fallback_support,1,0,0,service_quality
fast delivery,logistics,1,1,7,fallback_support,2,0,0,service_quality
marked consignee not available falsely,logistics,0,0,7,fallback_support,1,0,1,service_quality
unsecured delivery without OTP verification,logistics,0,0,7,fallback_support,1,0,1,service_quality
no call received for delivery,logistics,1,1,2,behaviour,1,0,0,agent_behaviour
courier fraud paid order scam,logistics,1,1,7,fallback_support,1,4,3,service_quality
delivery boy very polite and helpful,logistics,2,2,7,fallback_support,2,1,0,service_quality
very fast service,logistics,2,2,7,fallback_support,2,1,0,service_quality
repeatedly had to collect parcel from hub,logistics,0,0,7,fallback_support,1,0,1,service_quality
not good product,logistics,0,0,7,fallback_support,2,1,1,service_quality
excellent work by staff,logistics,2,2,7,fallback_support,2,1,0,service_quality
shipment supposed to be delivered earlier but fake delivery attempt message shown,logistics,0,0,7,fallback_support,0,3,2,service_quality
do not get any parcel no call for delivery,logistics,0,0,2,behaviour,1,0,2,agent_behaviour
delivery staff rude behaviour,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
delivery boy polite good,logistics,1,2,7,fallback_support,2,1,0,service_quality
bad service never seen before,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery executive hand over hdfc kit to unknown maid,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery date not met,logistics,1,1,7,fallback_support,1,0,0,service_quality
it not delivered yet but status marked delivered without passcode,logistics,0,0,0,delay,0,3,2,delivery_failures
product not received and no call,logistics,0,0,2,damage_lost,0,4,3,agent_behaviour
disciplined delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
fake retailer report on website,logistics,0,0,7,fallback_support,0,3,2,service_quality
satisfactory,logistics,2,2,7,fallback_support,2,1,0,service_quality
leave parcel with security without informing,logistics,1,1,7,fallback_support,1,0,0,service_quality
abusive language,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery done on time,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery executive showed great respect,logistics,2,2,7,fallback_support,2,1,0,service_quality
outstanding,logistics,1,1,7,fallback_support,1,0,0,service_quality
asked to collect parcel downstairs instead of doorstep delivery,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery agent deserves appreciation token,logistics,2,2,7,fallback_support,2,1,0,service_quality
bad experience on this order for past day not get not correct response,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery completed smoothly and on time,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery faster than expectation,logistics,2,2,7,fallback_support,2,1,0,service_quality
very good service overall,logistics,2,2,7,fallback_support,2,1,0,service_quality
shipping on time but parcel stuck at hub,logistics,1,1,7,fallback_support,0,0,0,service_quality
delivery person availability issue,logistics,1,0,7,fallback_support,0,0,0,service_quality
order cancelled request,logistics,0,0,7,fallback_support,1,0,1,service_quality
bad product,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery guidance good behaviour,logistics,1,2,7,behaviour,2,1,0,service_quality
good satisfied,logistics,2,2,7,fallback_support,2,1,0,service_quality
item not received only papers,logistics,1,1,7,damage_lost,0,0,0,service_quality
no call no update long wait cancel if not delivered,logistics,1,0,0,tracking,0,2,2,delivery_failures
delivery delayed by one day,logistics,0,0,0,delay,0,3,2,delivery_failures
order delivered on promised time,logistics,2,2,7,fallback_support,2,1,0,service_quality
order not delivered payment done still waiting,logistics,0,0,0,delay,0,3,2,delivery_failures
shipment damaged and delivery status updated incorrectly multiple times,logistics,0,0,5,damage_lost,0,4,3,damaged_package
delivery boy rude with family,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
refund requested for poor quality product,logistics,0,0,7,refund,0,4,3,service_quality
credit card delivery delayed despite location clarification,logistics,1,0,0,delay,0,2,2,delivery_failures
delivery not done,logistics,0,0,0,fallback_support,1,0,1,delivery_failures
delivery boy should attempt second call,logistics,0,0,7,support,1,0,1,service_quality
order very late,logistics,0,0,0,delay,0,3,2,delivery_failures
